X,Dayday,Class
A4111,50,UCSD106
A4112,50,UCSD106
A4113,50,UCSD106
A4114,50,UCSD106
A4115,50,UCSD106
A4116,50,UCSD106
A4117,50,UCSD106
A4118,50,UCSD106
A4119,50,UCSD106
A4120,50,UCSD106
A4121,50,UCSD106
A4122,50,UCSD106
A4123,50,UCSD106
A4124,50,UCSD106
A4125,50,UCSD106
A4126,50,UCSD106
A4127,50,UCSD106
A4128,50,UCSD106
A4129,50,UCSD106
A4130,50,UCSD106
A4131,50,UCSD106
A4132,50,UCSD106
A4133,50,UCSD106
A4134,50,UCSD106
A4135,50,UCSD106
A4136,50,UCSD106
A4137,50,UCSD106
A4138,50,UCSD106
A4139,50,UCSD106
A4140,50,UCSD106
A4141,50,UCSD106
A4142,50,UCSD106
A4143,50,UCSD106
A4144,50,UCSD106
A4145,50,UCSD106
A4146,50,UCSD106
A4147,50,UCSD106
A4148,50,UCSD106
A4149,50,UCSD106
A4150,50,UCSD106
A4151,50,UCSD106
A4152,50,UCSD106
A4153,50,UCSD106
A4154,50,UCSD106
A4155,50,UCSD106
A4156,50,UCSD106
A4157,50,UCSD106
A4158,50,UCSD106
A4159,50,UCSD106
A4160,50,UCSD106
A4161,50,UCSD106
A4162,50,UCSD106
A4163,50,UCSD106
A4164,50,UCSD106
A4165,50,UCSD106
A4166,50,UCSD106
A4167,50,UCSD106
A4168,50,UCSD106
A4169,50,UCSD106
A4170,50,UCSD106
A4171,50,UCSD106
A4172,50,UCSD106
A4173,50,UCSD106
A4174,50,UCSD106
A4175,50,UCSD106
A4176,50,UCSD106
A4177,50,UCSD106
A4178,50,UCSD106
A4179,50,UCSD106
A4180,50,UCSD106
A4181,50,UCSD106
A4182,50,UCSD106
A4183,50,UCSD106
A4184,50,UCSD106
A4185,50,UCSD106
A4186,50,UCSD106
A4187,50,UCSD106
A4188,50,UCSD106
A4189,50,UCSD106
A4190,50,UCSD106
A4191,50,UCSD106
A4192,50,UCSD106
A4193,50,UCSD106
A4194,50,UCSD106
A4195,50,UCSD106
A4196,50,UCSD106
A4197,50,UCSD106
A4198,50,UCSD106
A4199,50,UCSD106
A4200,50,UCSD106
A4201,50,UCSD106
A4202,50,UCSD106
A4203,50,UCSD106
A4204,50,UCSD106
A4205,50,UCSD106
A4206,50,UCSD106
A4207,50,UCSD106
A4208,50,UCSD106
A4209,50,UCSD106
A4210,50,UCSD106
A4211,50,UCSD106
A4212,50,UCSD106
A4213,50,UCSD106
A4214,50,UCSD106
A4215,50,UCSD106
A4216,50,UCSD106
A4217,50,UCSD106
A4218,50,UCSD106
A4219,50,UCSD106
A4220,50,UCSD106
A4221,50,UCSD106
A4222,50,UCSD106
A4223,50,UCSD106
A4224,50,UCSD106
A4225,50,UCSD106
A4226,50,UCSD106
A4227,50,UCSD106
A4228,50,UCSD106
A4229,50,UCSD106
A4230,50,UCSD106
A4231,50,UCSD106
A4232,50,UCSD106
A4233,50,UCSD106
A4234,50,UCSD106
A4235,50,UCSD106
A4236,50,UCSD106
A4237,50,UCSD106
A4238,50,UCSD106
A4239,50,UCSD106
A4240,50,UCSD106
A4241,50,UCSD106
A4242,50,UCSD106
A4243,50,UCSD106
A4244,50,UCSD106
A4245,50,UCSD106
A4246,50,UCSD106
A4247,50,UCSD106
A4248,50,UCSD106
A4249,50,UCSD106
A4250,50,UCSD106
A4251,50,UCSD106
A4252,50,UCSD106
A4253,50,UCSD106
A4254,50,UCSD106
A4255,50,UCSD106
A4256,50,UCSD106
A4257,50,UCSD106
A4258,50,UCSD106
A4259,50,UCSD106
A4260,50,UCSD106
A4261,50,UCSD106
A4262,50,UCSD106
A4263,50,UCSD106
A4264,50,UCSD106
A4265,50,UCSD106
A4266,50,UCSD106
A4267,50,UCSD106
A4268,50,UCSD106
A4269,50,UCSD106
A4270,50,UCSD106
A4271,50,UCSD106
A4272,50,UCSD106
A4273,50,UCSD106
A4274,50,UCSD106
A4275,50,UCSD106
A4276,50,UCSD106
A4277,50,UCSD106
A4278,50,UCSD106
A4279,50,UCSD106
A4280,50,UCSD106
A4281,50,UCSD106
A4282,50,UCSD106
A4283,50,UCSD106
A4284,50,UCSD106
A4285,50,UCSD106
A4286,50,UCSD106
A4287,50,UCSD106
A4288,50,UCSD106
A4289,50,UCSD106
A4290,50,UCSD106
A4291,50,UCSD106
A4292,50,UCSD106
A4293,50,UCSD106
A4294,50,UCSD106
A4295,50,UCSD106
A4296,50,UCSD106
A4297,50,UCSD106
A4298,50,UCSD106
A4299,50,UCSD106
A4300,50,UCSD106
A4301,50,UCSD106
A4302,50,UCSD106
A4303,50,UCSD106
A4304,50,UCSD106
A4305,50,UCSD106
A4306,50,UCSD106
A4307,50,UCSD106
A4308,50,UCSD106
A4309,50,UCSD106
A4310,50,UCSD106
A4311,50,UCSD106
A4312,50,UCSD106
A4313,50,UCSD106
A4314,50,UCSD106
A4315,50,UCSD106
A4316,50,UCSD106
A4317,50,UCSD106
A4318,50,UCSD106
A4319,50,UCSD106
A4320,50,UCSD106
A4321,50,UCSD106
A4322,50,UCSD106
A4323,50,UCSD106
A4324,50,UCSD106
A4325,50,UCSD106
A4326,50,UCSD106
A4327,50,UCSD106
A4328,50,UCSD106
A4329,50,UCSD106
A4330,50,UCSD106
A4331,50,UCSD106
A4332,50,UCSD106
A4333,50,UCSD106
A4334,50,UCSD106
A4335,50,UCSD106
A4336,50,UCSD106
A4337,50,UCSD106
A4338,50,UCSD106
A4339,50,UCSD106
A4340,50,UCSD106
A4341,50,UCSD106
A4342,50,UCSD106
A4343,50,UCSD106
A4344,50,UCSD106
A4345,50,UCSD106
A4346,50,UCSD106
A4347,50,UCSD106
A4348,50,UCSD106
A4349,50,UCSD106
A4350,50,UCSD106
A4351,50,UCSD106
A4352,50,UCSD106
A4353,50,UCSD106
A4354,50,UCSD106
A4355,50,UCSD106
A4356,50,UCSD106
A4357,50,UCSD106
A4358,50,UCSD106
A4359,50,UCSD106
A4360,50,UCSD106
A4361,50,UCSD106
A4362,50,UCSD106
A4363,50,UCSD106
A4364,50,UCSD106
A4365,50,UCSD106
A4366,50,UCSD106
A4367,50,UCSD106
A4368,50,UCSD106
A4369,50,UCSD106
A4370,50,UCSD106
A4371,50,UCSD106
A4372,50,UCSD106
A4373,50,UCSD106
A4374,50,UCSD106
A4375,50,UCSD106
A4376,50,UCSD106
A4377,70,UCSD106
A4378,70,UCSD106
A4379,70,UCSD106
A4380,70,UCSD106
A4381,70,UCSD106
A4382,70,UCSD106
A4383,70,UCSD106
A4384,70,UCSD106
A4385,70,UCSD106
A4386,70,UCSD106
A4387,70,UCSD106
A4388,70,UCSD106
A4389,70,UCSD106
A4390,70,UCSD106
A4391,70,UCSD106
A4392,70,UCSD106
A4393,70,UCSD106
A4394,70,UCSD106
A4395,70,UCSD106
A4396,70,UCSD106
A4397,70,UCSD106
A4398,70,UCSD106
A4399,70,UCSD106
A4400,70,UCSD106
A4401,70,UCSD106
A4402,70,UCSD106
A4403,70,UCSD106
A4404,70,UCSD106
A4405,70,UCSD106
A4406,70,UCSD106
A4407,70,UCSD106
A4408,70,UCSD106
A4409,70,UCSD106
A4410,70,UCSD106
A4411,70,UCSD106
A4412,70,UCSD106
A4413,70,UCSD106
A4414,70,UCSD106
A4415,70,UCSD106
A4416,70,UCSD106
A4417,70,UCSD106
A4418,70,UCSD106
A4419,70,UCSD106
A4420,70,UCSD106
A4421,70,UCSD106
A4422,70,UCSD106
A4423,70,UCSD106
A4424,70,UCSD106
A4425,70,UCSD106
A4426,70,UCSD106
A4427,70,UCSD106
A4428,70,UCSD106
A4429,70,UCSD106
A4430,70,UCSD106
A4431,70,UCSD106
A4432,70,UCSD106
A4433,70,UCSD106
A4434,70,UCSD106
A4435,70,UCSD106
A4436,70,UCSD106
A4437,70,UCSD106
A4438,70,UCSD106
A4439,70,UCSD106
A4440,70,UCSD106
A4441,70,UCSD106
A4442,70,UCSD106
A4443,70,UCSD106
A4444,70,UCSD106
A4445,70,UCSD106
A4446,70,UCSD106
A4447,70,UCSD106
A4448,70,UCSD106
A4449,70,UCSD106
A4450,70,UCSD106
A4451,70,UCSD106
A4452,70,UCSD106
A4453,70,UCSD106
A4454,70,UCSD106
A4455,70,UCSD106
A4456,70,UCSD106
A4457,70,UCSD106
A4458,70,UCSD106
A4459,70,UCSD106
A4460,70,UCSD106
A4461,70,UCSD106
A4462,70,UCSD106
A4463,70,UCSD106
A4464,70,UCSD106
A4465,70,UCSD106
A4466,70,UCSD106
A4467,70,UCSD106
A4468,70,UCSD106
A4469,70,UCSD106
A4470,70,UCSD106
A4471,70,UCSD106
A4472,70,UCSD106
A4473,70,UCSD106
A4474,70,UCSD106
A4475,70,UCSD106
A4476,70,UCSD106
A4477,70,UCSD106
A4478,70,UCSD106
A4479,70,UCSD106
A4480,70,UCSD106
A4481,70,UCSD106
A4482,70,UCSD106
A4483,70,UCSD106
A4484,70,UCSD106
A4485,70,UCSD106
A4486,70,UCSD106
A4487,70,UCSD106
A4488,70,UCSD106
A4489,70,UCSD106
A4490,70,UCSD106
A4491,70,UCSD106
A4492,70,UCSD106
A4493,70,UCSD106
A4494,70,UCSD106
A4495,70,UCSD106
A4496,70,UCSD106
A4497,70,UCSD106
A4498,70,UCSD106
A4499,70,UCSD106
A4500,70,UCSD106
A4501,70,UCSD106
A4502,70,UCSD106
A4503,70,UCSD106
A4504,70,UCSD106
A4505,70,UCSD106
A4506,70,UCSD106
A4507,70,UCSD106
A4508,70,UCSD106
A4509,70,UCSD106
A4510,70,UCSD106
A4511,70,UCSD106
A4512,70,UCSD106
A4513,70,UCSD106
A4514,70,UCSD106
A4515,70,UCSD106
A4516,70,UCSD106
A4517,70,UCSD106
A4518,70,UCSD106
A4519,70,UCSD106
A4520,70,UCSD106
A4521,70,UCSD106
A4522,70,UCSD106
A4523,70,UCSD106
A4524,70,UCSD106
A4525,70,UCSD106
A4526,70,UCSD106
A4527,70,UCSD106
A4528,70,UCSD106
A4529,70,UCSD106
A4530,70,UCSD106
A4531,70,UCSD106
A4532,70,UCSD106
A4533,70,UCSD106
A4534,70,UCSD106
A4535,70,UCSD106
A4536,70,UCSD106
A4537,70,UCSD106
A4538,70,UCSD106
A4539,70,UCSD106
A4540,70,UCSD106
A4541,70,UCSD106
A4542,70,UCSD106
A4543,70,UCSD106
A4544,70,UCSD106
A4545,70,UCSD106
A4546,70,UCSD106
A4547,70,UCSD106
A4548,70,UCSD106
A4549,70,UCSD106
A4550,70,UCSD106
A4551,70,UCSD106
A4552,70,UCSD106
A4553,70,UCSD106
A4554,70,UCSD106
A4555,70,UCSD106
A4556,70,UCSD106
A4557,70,UCSD106
A4558,70,UCSD106
A4559,70,UCSD106
A4560,70,UCSD106
A4561,70,UCSD106
A4562,70,UCSD106
A4563,70,UCSD106
A4564,70,UCSD106
A4565,70,UCSD106
A4566,70,UCSD106
A4567,70,UCSD106
A4568,70,UCSD106
A4569,70,UCSD106
A4570,70,UCSD106
A4571,70,UCSD106
A4572,70,UCSD106
A4573,70,UCSD106
A4574,70,UCSD106
A4575,70,UCSD106
A4576,70,UCSD106
A4577,70,UCSD106
A4578,70,UCSD106
A4579,70,UCSD106
A4580,70,UCSD106
A4581,70,UCSD106
A4582,70,UCSD106
A4583,70,UCSD106
A4584,70,UCSD106
A4585,70,UCSD106
A4586,70,UCSD106
A4587,70,UCSD106
A4588,70,UCSD106
A4589,70,UCSD106
A4590,70,UCSD106
A4591,70,UCSD106
A4592,70,UCSD106
A4593,70,UCSD106
A4594,70,UCSD106
A4595,70,UCSD106
A4596,70,UCSD106
A4597,70,UCSD106
A4598,70,UCSD106
A4599,70,UCSD106
A4600,70,UCSD106
A4601,70,UCSD106
A4602,70,UCSD106
A4603,70,UCSD106
A4604,70,UCSD106
A4605,70,UCSD106
A4606,70,UCSD106
A4607,70,UCSD106
A4608,70,UCSD106
A4609,70,UCSD106
A4610,70,UCSD106
A4611,70,UCSD106
A4612,70,UCSD106
A4613,70,UCSD106
A4614,70,UCSD106
A4615,70,UCSD106
A4616,70,UCSD106
A4617,70,UCSD106
A4618,70,UCSD106
A4619,70,UCSD106
A4620,70,UCSD106
A4621,70,UCSD106
A4622,70,UCSD106
A4623,70,UCSD106
A4624,70,UCSD106
A4625,70,UCSD106
A4626,70,UCSD106
A4627,70,UCSD106
A4628,70,UCSD106
A4629,70,UCSD106
A4630,70,UCSD106
A4631,70,UCSD106
A4632,70,UCSD106
A4633,70,UCSD106
A4634,70,UCSD106
A4635,70,UCSD106
A4636,70,UCSD106
A4637,70,UCSD106
A4638,70,UCSD106
A4639,70,UCSD106
A4640,70,UCSD106
A4641,70,UCSD106
A4642,70,UCSD106
A4643,70,UCSD106
A4644,70,UCSD106
A4645,70,UCSD106
A4646,70,UCSD106
A4647,70,UCSD106
A4648,70,UCSD106
A4649,70,UCSD106
A4650,70,UCSD106
A4651,70,UCSD106
A4652,70,UCSD106
A4653,70,UCSD106
A4654,70,UCSD106
A4655,70,UCSD106
A4656,70,UCSD106
A4657,70,UCSD106
A4658,70,UCSD106
A4659,70,UCSD106
A4660,70,UCSD106
A4661,70,UCSD106
A4662,70,UCSD106
A4663,70,UCSD106
A4664,70,UCSD106
A4665,70,UCSD106
A4666,70,UCSD106
A4667,70,UCSD106
A4668,70,UCSD106
A4669,70,UCSD106
A4670,70,UCSD106
A4671,70,UCSD106
A4672,70,UCSD106
A4673,70,UCSD106
A4674,70,UCSD106
A4675,70,UCSD106
A4676,70,UCSD106
A4677,70,UCSD106
A4678,70,UCSD106
A4679,70,UCSD106
A4680,70,UCSD106
A4681,70,UCSD106
A4682,70,UCSD106
A4683,70,UCSD106
A4684,70,UCSD106
A4685,70,UCSD106
A4686,70,UCSD106
A4687,70,UCSD106
A4688,70,UCSD106
A4689,70,UCSD106
A4690,70,UCSD106
A4691,70,UCSD106
A4692,70,UCSD106
A4693,70,UCSD106
A4694,70,UCSD106
A4695,70,UCSD106
A4696,70,UCSD106
A4697,70,UCSD106
A4698,70,UCSD106
A4699,70,UCSD106
A4700,70,UCSD106
A4701,70,UCSD106
A4702,70,UCSD106
A4703,70,UCSD106
A4704,70,UCSD106
A4705,70,UCSD106
A4706,70,UCSD106
A4707,70,UCSD106
A4708,70,UCSD106
A4709,70,UCSD106
A4710,70,UCSD106
A4711,70,UCSD106
A4712,70,UCSD106
A4713,70,UCSD106
A4714,70,UCSD106
A4715,70,UCSD106
A4716,70,UCSD106
A4717,70,UCSD106
A4718,70,UCSD106
A4719,70,UCSD106
A4720,70,UCSD106
A4721,70,UCSD106
A4722,70,UCSD106
A4723,70,UCSD106
A4724,70,UCSD106
A4725,70,UCSD106
A4726,70,UCSD106
A4727,70,UCSD106
A4728,70,UCSD106
A4729,70,UCSD106
A4730,70,UCSD106
A4731,70,UCSD106
A4732,70,UCSD106
A4733,70,UCSD106
A4734,70,UCSD106
A4735,70,UCSD106
A4736,70,UCSD106
A4737,70,UCSD106
A4738,70,UCSD106
A4739,70,UCSD106
A4740,70,UCSD106
A4741,70,UCSD106
A4742,70,UCSD106
A4743,70,UCSD106
A4744,70,UCSD106
A4745,70,UCSD106
A4746,70,UCSD106
A4747,70,UCSD106
A4748,70,UCSD106
A4749,70,UCSD106
A4750,70,UCSD106
A4751,70,UCSD106
A4752,70,UCSD106
A4753,70,UCSD106
A4754,70,UCSD106
A4755,70,UCSD106
A4756,70,UCSD106
A4757,70,UCSD106
A4758,70,UCSD106
A4759,70,UCSD106
A4760,70,UCSD106
A4761,70,UCSD106
A4762,70,UCSD106
A4763,70,UCSD106
A4764,70,UCSD106
A4765,70,UCSD106
A4766,70,UCSD106
A4767,70,UCSD106
A4768,70,UCSD106
A4769,70,UCSD106
A4770,70,UCSD106
A4771,70,UCSD106
A4772,70,UCSD106
A4773,70,UCSD106
A4774,70,UCSD106
A4775,70,UCSD106
A4776,70,UCSD106
A4777,70,UCSD106
A4778,70,UCSD106
A4779,70,UCSD106
A4780,70,UCSD106
A4781,70,UCSD106
A4782,70,UCSD106
A4783,70,UCSD106
A4784,70,UCSD106
A4785,70,UCSD106
A4786,70,UCSD106
A4787,70,UCSD106
A4788,70,UCSD106
A4789,70,UCSD106
A4790,70,UCSD106
A4791,70,UCSD106
A4792,70,UCSD106
A4793,70,UCSD106
A4794,70,UCSD106
A4795,70,UCSD106
A4796,70,UCSD106
A4797,70,UCSD106
A4798,70,UCSD106
A4799,70,UCSD106
A4800,70,UCSD106
A4801,70,UCSD106
A4802,70,UCSD106
A4803,70,UCSD106
A4804,70,UCSD106
A4805,70,UCSD106
A4806,70,UCSD106
A4807,70,UCSD106
A4808,70,UCSD106
A4809,70,UCSD106
A4810,70,UCSD106
A4811,70,UCSD106
A4812,70,UCSD106
A4813,70,UCSD106
A4814,70,UCSD106
A4815,70,UCSD106
A4816,70,UCSD106
A4817,70,UCSD106
A4818,70,UCSD106
A4819,70,UCSD106
A4820,70,UCSD106
A4821,70,UCSD106
A4822,70,UCSD106
A4823,70,UCSD106
A4824,70,UCSD106
A4825,70,UCSD106
A4826,70,UCSD106
A4827,70,UCSD106
A4828,70,UCSD106
A4829,70,UCSD106
A4830,70,UCSD106
A4831,70,UCSD106
A4832,70,UCSD106
A4833,70,UCSD106
A4834,70,UCSD106
A4835,70,UCSD106
A4836,70,UCSD106
A4837,70,UCSD106
A4838,70,UCSD106
A4839,70,UCSD106
A4840,70,UCSD106
A4841,70,UCSD106
A4842,70,UCSD106
A4843,70,UCSD106
A4844,70,UCSD106
A4845,70,UCSD106
A4846,70,UCSD106
A4847,70,UCSD106
A4848,70,UCSD106
A4849,70,UCSD106
A4850,70,UCSD106
A4851,70,UCSD106
A4852,70,UCSD106
A4853,70,UCSD106
A4854,70,UCSD106
A4855,70,UCSD106
A4856,70,UCSD106
A4857,70,UCSD106
A4858,70,UCSD106
A4859,70,UCSD106
A4860,70,UCSD106
A4861,70,UCSD106
A4862,70,UCSD106
A4863,70,UCSD106
A4864,70,UCSD106
A4865,70,UCSD106
A4866,70,UCSD106
A4867,70,UCSD106
A4868,70,UCSD106
A4869,70,UCSD106
A4870,70,UCSD106
A4871,70,UCSD106
A4872,70,UCSD106
A4873,70,UCSD106
A4874,70,UCSD106
A4875,70,UCSD106
A4876,70,UCSD106
A4877,70,UCSD106
A4878,70,UCSD106
A4879,70,UCSD106
A4880,70,UCSD106
A4881,70,UCSD106
A4882,70,UCSD106
A4883,70,UCSD106
A4884,70,UCSD106
A4885,70,UCSD106
A4886,70,UCSD106
A4887,70,UCSD106
A4888,70,UCSD106
A4889,70,UCSD106
A4890,70,UCSD106
A4891,70,UCSD106
A4892,70,UCSD106
A4893,70,UCSD106
A4894,70,UCSD106
A4895,70,UCSD106
A4896,70,UCSD106
A4897,70,UCSD106
A4898,70,UCSD106
A4899,70,UCSD106
A4900,70,UCSD106
A4901,70,UCSD106
A4902,70,UCSD106
A4903,70,UCSD106
A4904,70,UCSD106
A4905,70,UCSD106
A4906,70,UCSD106
A4907,70,UCSD106
A4908,70,UCSD106
A4909,70,UCSD106
A4910,70,UCSD106
A4911,70,UCSD106
A4912,70,UCSD106
A4913,70,UCSD106
A4914,70,UCSD106
A4915,70,UCSD106
A4916,70,UCSD106
A4917,70,UCSD106
A4918,70,UCSD106
A4919,70,UCSD106
A4920,70,UCSD106
A4921,70,UCSD106
A4922,70,UCSD106
A4923,70,UCSD106
A4924,70,UCSD106
A4925,70,UCSD106
A4926,70,UCSD106
A4927,70,UCSD106
A4928,70,UCSD106
A4929,70,UCSD106
A4930,70,UCSD106
A4931,70,UCSD106
A4932,70,UCSD106
A4933,70,UCSD106
A4934,70,UCSD106
A4935,70,UCSD106
A4936,70,UCSD106
A4937,70,UCSD106
A4938,70,UCSD106
A4939,70,UCSD106
A4940,70,UCSD106
A4941,70,UCSD106
A4942,70,UCSD106
A4943,70,UCSD106
A4944,70,UCSD106
A4945,70,UCSD106
A4946,70,UCSD106
A4947,70,UCSD106
A4948,70,UCSD106
A4949,70,UCSD106
A4950,70,UCSD106
A4951,70,UCSD106
A4952,70,UCSD106
A4953,70,UCSD106
A4954,70,UCSD106
A4955,70,UCSD106
A4956,70,UCSD106
A4957,70,UCSD106
A4958,70,UCSD106
A4959,70,UCSD106
A4960,70,UCSD106
A4961,70,UCSD106
A4962,70,UCSD106
A4963,70,UCSD106
A4964,70,UCSD106
A4965,70,UCSD106
A4966,70,UCSD106
A4967,70,UCSD106
A4968,70,UCSD106
A4969,70,UCSD106
A4970,70,UCSD106
A4971,70,UCSD106
A4972,70,UCSD106
A4973,70,UCSD106
A4974,70,UCSD106
A4975,70,UCSD106
A4976,70,UCSD106
A4977,70,UCSD106
A4978,70,UCSD106
A4979,70,UCSD106
A4980,70,UCSD106
A4981,70,UCSD106
A4982,70,UCSD106
A4983,70,UCSD106
A4984,70,UCSD106
A4985,70,UCSD106
A4986,70,UCSD106
A4987,70,UCSD106
A4988,70,UCSD106
A4989,70,UCSD106
A4990,70,UCSD106
A4991,70,UCSD106
A4992,70,UCSD106
A4993,70,UCSD106
A4994,70,UCSD106
A4995,70,UCSD106
A4996,70,UCSD106
A4997,70,UCSD106
A4998,70,UCSD106
A4999,70,UCSD106
A5000,70,UCSD106
A5001,70,UCSD106
A5002,70,UCSD106
A5003,70,UCSD106
A5004,70,UCSD106
A5005,70,UCSD106
A5006,70,UCSD106
A5007,70,UCSD106
A5008,70,UCSD106
A5009,70,UCSD106
A5010,70,UCSD106
A5011,70,UCSD106
A5012,70,UCSD106
A5013,70,UCSD106
A5014,70,UCSD106
A5015,70,UCSD106
A5016,70,UCSD106
A5017,70,UCSD106
A5018,70,UCSD106
A5019,70,UCSD106
A5020,70,UCSD106
A5021,70,UCSD106
A5022,70,UCSD106
A5023,70,UCSD106
A5024,70,UCSD106
A5025,70,UCSD106
A5026,100,UCSD102
A5027,100,UCSD102
A5028,100,UCSD102
A5029,100,UCSD102
A5030,100,UCSD102
A5031,100,UCSD102
A5032,100,UCSD102
A5033,100,UCSD102
A5034,100,UCSD102
A5035,100,UCSD102
A5036,100,UCSD102
A5037,100,UCSD102
A5038,100,UCSD102
A5039,100,UCSD102
A5040,100,UCSD102
A5041,100,UCSD102
A5042,100,UCSD102
A5043,100,UCSD102
A5044,100,UCSD102
A5045,100,UCSD102
A5046,100,UCSD102
A5047,100,UCSD102
A5048,100,UCSD102
A5049,100,UCSD102
A5050,100,UCSD102
A5051,100,UCSD102
A5052,100,UCSD102
A5053,100,UCSD102
A5054,100,UCSD102
A5055,100,UCSD102
A5056,100,UCSD102
A5057,100,UCSD102
A5058,100,UCSD102
A5059,100,UCSD102
A5060,100,UCSD102
A5061,100,UCSD102
A5062,100,UCSD102
A5063,100,UCSD102
A5064,100,UCSD102
A5065,100,UCSD102
A5066,100,UCSD102
A5067,100,UCSD102
A5068,100,UCSD102
A5069,100,UCSD102
A5070,100,UCSD102
A5071,100,UCSD102
A5072,100,UCSD102
A5073,100,UCSD102
A5074,100,UCSD102
A5075,100,UCSD102
A5076,100,UCSD102
A5077,100,UCSD102
A5078,100,UCSD102
A5079,100,UCSD102
A5080,100,UCSD102
A5081,100,UCSD102
A5082,100,UCSD102
A5083,100,UCSD102
A5084,100,UCSD102
A5085,100,UCSD102
A5086,100,UCSD102
A5087,100,UCSD102
A5088,100,UCSD102
A5089,100,UCSD102
A5090,100,UCSD102
A5091,100,UCSD102
A5092,100,UCSD102
A5093,100,UCSD102
A5094,100,UCSD102
A5095,100,UCSD102
A5096,100,UCSD102
A5097,100,UCSD102
A5098,100,UCSD102
A5099,100,UCSD102
A5100,100,UCSD102
A5101,100,UCSD102
A5102,100,UCSD102
A5103,100,UCSD102
A5104,100,UCSD102
A5105,100,UCSD102
A5106,100,UCSD102
A5107,100,UCSD102
A5108,100,UCSD102
A5109,100,UCSD102
A5110,100,UCSD102
A5111,100,UCSD102
A5112,100,UCSD102
A5113,100,UCSD102
A5114,100,UCSD102
A5115,100,UCSD102
A5116,100,UCSD102
A5117,100,UCSD102
A5118,100,UCSD102
A5119,100,UCSD102
A5120,100,UCSD102
A5121,100,UCSD102
A5122,100,UCSD102
A5123,100,UCSD102
A5124,100,UCSD102
A5125,100,UCSD102
A5126,100,UCSD102
A5127,100,UCSD102
A5128,100,UCSD102
A5129,100,UCSD102
A5130,100,UCSD102
A5131,100,UCSD102
A5132,100,UCSD102
A5133,100,UCSD102
A5134,100,UCSD102
A5135,100,UCSD102
A5136,100,UCSD102
A5137,100,UCSD102
A5138,100,UCSD102
A5139,100,UCSD102
A5140,100,UCSD102
A5141,100,UCSD102
A5142,100,UCSD102
A5143,100,UCSD102
A5144,100,UCSD102
A5145,100,UCSD102
A5146,100,UCSD102
A5147,100,UCSD102
A5148,100,UCSD102
A5149,100,UCSD102
A5150,100,UCSD102
A5151,100,UCSD102
A5152,100,UCSD102
A5153,100,UCSD102
A5154,100,UCSD102
A5155,100,UCSD102
A5156,100,UCSD102
A5157,100,UCSD102
A5158,100,UCSD102
A5159,100,UCSD102
A5160,100,UCSD102
A5161,100,UCSD102
A5162,100,UCSD102
A5163,100,UCSD102
A5164,100,UCSD102
A5165,100,UCSD102
A5166,100,UCSD102
A5167,100,UCSD102
A5168,100,UCSD102
A5169,100,UCSD102
A5170,100,UCSD102
A5171,100,UCSD102
A5172,100,UCSD102
A5173,100,UCSD102
A5174,100,UCSD102
A5175,100,UCSD102
A5176,100,UCSD102
A5177,100,UCSD102
A5178,100,UCSD102
A5179,100,UCSD102
A5180,100,UCSD102
A5181,100,UCSD102
A5182,100,UCSD102
A5183,100,UCSD102
A5184,100,UCSD102
A5185,100,UCSD102
A5186,100,UCSD102
A5187,100,UCSD102
A5188,100,UCSD102
A5189,100,UCSD102
A5190,100,UCSD102
A5191,100,UCSD102
A5192,100,UCSD102
A5193,100,UCSD102
A5194,100,UCSD102
A5195,100,UCSD102
A5196,100,UCSD102
A5197,100,UCSD102
A5198,100,UCSD102
A5199,100,UCSD102
A5200,100,UCSD102
A5201,100,UCSD102
A5202,100,UCSD102
A5203,100,UCSD102
A5204,100,UCSD102
A5205,100,UCSD102
A5206,100,UCSD102
A5207,100,UCSD102
A5208,100,UCSD102
A5209,100,UCSD102
A5210,100,UCSD102
A5211,100,UCSD102
A5212,100,UCSD102
A5213,100,UCSD102
A5214,100,UCSD102
A5215,100,UCSD102
A5216,100,UCSD102
A5217,100,UCSD102
A5218,100,UCSD102
A5219,100,UCSD102
A5220,100,UCSD102
A5221,100,UCSD102
A5222,100,UCSD102
A5223,100,UCSD102
A5224,100,UCSD102
A5225,100,UCSD102
A5226,100,UCSD102
A5227,100,UCSD102
A5228,100,UCSD102
A5229,100,UCSD102
A5230,100,UCSD102
A5231,100,UCSD102
A5232,100,UCSD102
A5233,100,UCSD102
A5234,100,UCSD102
A5235,100,UCSD102
A5236,100,UCSD102
A5237,100,UCSD102
A5238,100,UCSD102
A5239,100,UCSD102
A5240,100,UCSD102
A5241,100,UCSD102
A5242,100,UCSD102
A5243,100,UCSD102
A5244,100,UCSD102
A5245,100,UCSD102
A5246,100,UCSD102
A5247,100,UCSD102
A5248,100,UCSD102
A5249,100,UCSD102
A5250,100,UCSD102
A5251,100,UCSD102
A5252,100,UCSD102
A5253,100,UCSD102
A5254,100,UCSD102
A5255,100,UCSD102
A5256,100,UCSD102
A5257,100,UCSD102
A5258,100,UCSD102
A5259,100,UCSD102
A5260,100,UCSD102
A5261,100,UCSD102
A5262,100,UCSD102
A5263,100,UCSD102
A5264,100,UCSD102
A5265,100,UCSD102
A5266,100,UCSD102
A5267,100,UCSD102
A5268,100,UCSD102
A5269,100,UCSD102
A5270,100,UCSD102
A5271,100,UCSD102
A5272,100,UCSD102
A5273,100,UCSD102
A5274,100,UCSD102
A5275,100,UCSD102
