X,Dayday,Class
A1629,70,H9
A1630,70,H9
A1631,70,H9
A1632,70,H9
A1633,70,H9
A1634,70,H9
A1635,70,H9
A1636,70,H9
A1637,70,H9
A1638,70,H9
A1639,70,H9
A1640,70,H9
A1641,70,H9
A1642,70,H9
A1643,70,H9
A1644,70,H9
A1645,70,H9
A1646,70,H9
A1647,70,H9
A1648,70,H9
A1649,70,H9
A1650,70,H9
A1651,70,H9
A1652,70,H9
A1653,70,H9
A1654,70,H9
A1655,70,H9
A1656,70,H9
A1657,70,H9
A1658,70,H9
A1659,70,H9
A1660,70,H9
A1661,70,H9
A1662,70,H9
A1663,70,H9
A1664,70,H9
A1665,70,H9
A1666,70,H9
A1667,70,H9
A1668,70,H9
A1669,70,H9
A1670,70,H9
A1671,70,H9
A1672,70,H9
A1673,70,H9
A1674,70,H9
A1675,70,H9
A1676,70,H9
A1677,70,H9
A1678,70,H9
A1679,70,H9
A1680,70,H9
A1681,70,H9
A1682,70,H9
A1683,70,H9
A1684,70,H9
A1685,70,H9
A1686,70,H9
A1687,70,H9
A1688,70,H9
A1689,70,H9
A1690,70,H9
A1691,70,H9
A1692,70,H9
A1693,70,H9
A1694,70,H9
A1695,70,H9
A1696,70,H9
A1697,70,H9
A1698,70,H9
A1699,70,H9
A1700,70,H9
A1701,70,H9
A1702,70,H9
A1703,70,H9
A1704,70,H9
A1705,70,H9
A1706,70,H9
A1707,70,H9
A1708,70,H9
A1709,70,H9
A1710,70,H9
A1711,70,H9
A1712,70,H9
A1713,70,H9
A1714,70,H9
A1715,70,H9
A1716,70,H9
A1717,70,H9
A1718,70,H9
A1719,70,H9
A1720,70,H9
A1721,70,H9
A1722,70,H9
A1723,70,H9
A1724,70,H9
A1725,70,H9
A1726,70,H9
A1727,70,H9
A1728,70,H9
A1729,70,H9
A1730,70,H9
A1731,70,H9
A1732,70,H9
A1733,70,H9
A1734,70,H9
A1735,70,H9
A1736,70,H9
A1737,70,H9
A1738,70,H9
A1739,70,H9
A1740,70,H9
A1741,70,H9
A1742,70,H9
A1743,70,H9
A1744,70,H9
A1745,70,H9
A1746,70,H9
A1747,70,H9
A1748,70,H9
A1749,70,H9
A1750,70,H9
A1751,70,H9
A1752,70,H9
A1753,70,H9
A1754,70,H9
A1755,70,H9
A1756,70,H9
A1757,70,H9
A1758,70,H9
A1759,70,H9
A1760,70,H9
A1761,70,H9
A1762,70,H9
A1763,70,H9
A1764,70,H9
A1765,70,H9
A1766,70,H9
A1767,70,H9
A1768,70,H9
A1769,70,H9
A1770,70,H9
A1771,70,H9
A1772,70,H9
A1773,70,H9
A1774,70,H9
A1775,70,H9
A1776,70,H9
A1777,70,H9
A1778,70,H9
A1779,70,H9
A1780,70,H9
A1781,70,H9
A1782,70,H9
A1783,70,H9
A1784,70,H9
A1785,70,H9
A1786,70,H9
A1787,70,H9
A1788,70,H9
A1789,70,H9
A1790,70,H9
A1791,70,H9
A1792,70,H9
A1793,70,H9
A1794,70,H9
A1795,70,H9
A1796,70,H9
A1797,70,H9
A1798,70,H9
A1799,70,H9
A1800,70,H9
A1801,70,H9
A1802,70,H9
A1803,70,H9
A1804,70,H9
A1805,70,H9
A1806,70,H9
A1807,70,H9
A1808,70,H9
A1809,70,H9
A1810,70,H9
A1811,70,H9
A1812,70,H9
A1813,70,H9
A1814,70,H9
A1815,70,H9
A1816,70,H9
A1817,70,H9
A1818,70,H9
A1819,70,H9
A1820,70,H9
A1821,70,H9
A1822,70,H9
A1823,70,H9
A1824,70,H9
A1825,70,H9
A1826,70,H9
A1827,70,H9
A1828,70,H9
A1829,70,H9
A1830,70,H9
A1831,70,H9
A1832,70,H9
A1833,70,H9
A1834,70,H9
A1835,70,H9
A1836,70,H9
A1837,70,H9
A1838,70,H9
A1839,70,H9
A1840,70,H9
A1841,70,H9
A1842,70,H9
A1843,70,H9
A1844,70,H9
A1845,70,H9
A1846,70,H9
A1847,70,H9
A1848,70,H9
A1849,70,H9
A1850,70,H9
A1851,70,H9
A1852,70,H9
A1853,70,H9
A1854,70,H9
A1855,70,H9
A1856,90,H9
A1857,90,H9
A1858,90,H9
A1859,90,H9
A1860,90,H9
A1861,90,H9
A1862,90,H9
A1863,90,H9
A1864,90,H9
A1865,90,H9
A1866,90,H9
A1867,90,H9
A1868,90,H9
A1869,90,H9
A1870,90,H9
A1871,90,H9
A1872,90,H9
A1873,90,H9
A1874,90,H9
A1875,90,H9
A1876,90,H9
A1877,90,H9
A1878,90,H9
A1879,90,H9
A1880,90,H9
A1881,90,H9
A1882,90,H9
A1883,90,H9
A1884,90,H9
A1885,90,H9
A1886,90,H9
A1887,90,H9
A1888,90,H9
A1889,90,H9
A1890,90,H9
A1891,90,H9
A1892,90,H9
A1893,90,H9
A1894,90,H9
A1895,90,H9
A1896,90,H9
A1897,90,H9
A1898,90,H9
A1899,90,H9
A1900,90,H9
A1901,90,H9
A1902,90,H9
A1903,90,H9
A1904,90,H9
A1905,90,H9
A1906,90,H9
A1907,90,H9
A1908,90,H9
A1909,90,H9
A1910,90,H9
A1911,90,H9
A1912,90,H9
A1913,90,H9
A1914,90,H9
A1915,90,H9
A1916,90,H9
A1917,90,H9
A1918,90,H9
A1919,90,H9
A1920,90,H9
A1921,90,H9
A1922,90,H9
A1923,90,H9
A1924,90,H9
A1925,90,H9
A1926,90,H9
A1927,90,H9
A1928,90,H9
A1929,90,H9
A1930,90,H9
A1931,90,H9
A1932,90,H9
A1933,90,H9
A1934,90,H9
A1935,90,H9
A1936,90,H9
A1937,90,H9
A1938,90,H9
A1939,90,H9
A1940,90,H9
A1941,90,H9
A1942,90,H9
A1943,90,H9
A1944,90,H9
A1945,90,H9
A1946,90,H9
A1947,90,H9
A1948,90,H9
A1949,90,H9
A1950,90,H9
A1951,90,H9
A1952,90,H9
A1953,90,H9
A1954,90,H9
A1955,90,H9
A1956,90,H9
A1957,90,H9
A1958,90,H9
A1959,90,H9
A1960,90,H9
A1961,90,H9
A1962,90,H9
A1963,90,H9
A1964,90,H9
A1965,90,H9
A1966,90,H9
A1967,90,H9
A1968,90,H9
A1969,90,H9
A1970,90,H9
A1971,90,H9
A1972,90,H9
A1973,90,H9
A1974,90,H9
A1975,90,H9
A1976,90,H9
A1977,90,H9
A1978,90,H9
A1979,90,H9
A1980,90,H9
A1981,90,H9
A1982,90,H9
A1983,90,H9
A1984,90,H9
A1985,90,H9
A1986,90,H9
A1987,90,H9
A1988,90,H9
A1989,90,H9
A1990,90,H9
A1991,90,H9
A1992,90,H9
A1993,90,H9
A1994,90,H9
A1995,90,H9
A1996,90,H9
A1997,90,H9
A1998,90,H9
A1999,90,H9
A2000,90,H9
A2001,90,H9
A2002,90,H9
A2003,90,H9
A2004,90,H9
A2005,90,H9
A2006,90,H9
A2007,90,H9
A2008,90,H9
A2009,90,H9
A2010,90,H9
A2011,90,H9
A2012,90,H9
A2013,90,H9
A2014,90,H9
A2015,90,H9
A2016,90,H9
A2017,90,H9
A2018,90,H9
A2019,90,H9
A2020,90,H9
A2021,90,H9
A2022,90,H9
A2023,90,H9
A2024,90,H9
A2025,90,H9
A2026,90,H9
A2027,90,H9
A2028,90,H9
A2029,90,H9
A2030,90,H9
A2031,90,H9
A2032,90,H9
A2033,90,H9
A2034,90,H9
A2035,90,H9
A2036,90,H9
A2037,90,H9
A2038,90,H9
A2039,90,H9
A2040,90,H9
A2041,90,H9
A2042,90,H9
A2043,90,H9
A2044,90,H9
A2045,90,H9
A2046,90,H9
A2047,90,H9
A2048,90,H9
A2049,90,H9
A2050,90,H9
A2051,90,H9
A2052,90,H9
A2053,90,H9
A2054,90,H9
A2055,90,H9
A2056,90,H9
A2057,90,H9
A2058,90,H9
A2059,90,H9
A2060,90,H9
A2061,90,H9
A2062,90,H9
A2063,90,H9
A2064,90,H9
A2065,90,H9
A2066,90,H9
A2067,90,H9
A2068,90,H9
A2069,90,H9
A2070,90,H9
A2071,90,H9
A2072,90,H9
A2073,90,H9
A2074,90,H9
A2075,90,H9
A2076,90,H9
A2077,90,H9
A2078,90,H9
A2079,90,H9
A2080,90,H9
A2081,90,H9
A2082,90,H9
A2083,90,H9
A2084,90,H9
A2085,90,H9
A2086,90,H9
A2087,90,H9
A2088,90,H9
A2089,90,H9
A2090,90,H9
A2091,90,H9
A2092,90,H9
A2093,90,H9
A2094,90,H9
A2095,90,H9
A2096,90,H9
A2097,90,H9
A2098,90,H9
A2099,90,H9
A2100,90,H9
A2101,90,H9
A2102,90,H9
A2103,90,H9
A2104,90,H9
A2105,90,H9
A2106,90,H9
A2107,90,H9
A2108,90,H9
A2109,90,H9
A2110,90,H9
A2111,90,H9
A2112,90,H9
A2113,90,H9
A2114,90,H9
A2115,90,H9
A2116,90,H9
A2117,90,H9
A2118,90,H9
A2119,90,H9
A2120,90,H9
A2121,90,H9
A2122,90,H9
A2123,90,H9
A2124,90,H9
A2125,90,H9
A2126,90,H9
A2127,90,H9
A2128,90,H9
A2129,90,H9
A2130,90,H9
A2131,90,H9
A2132,90,H9
A2133,90,H9
A2134,90,H9
A2135,90,H9
A2136,90,H9
A2137,90,H9
A2138,90,H9
A2139,90,H9
A2140,90,H9
A2141,90,H9
A2142,90,H9
A2143,90,H9
A2144,90,H9
A2145,90,H9
A2146,90,H9
A2147,90,H9
A2148,90,H9
A2149,90,H9
A2150,90,H9
A2151,90,H9
A2152,90,H9
A2153,90,H9
A2154,90,H9
A2155,90,H9
A2156,90,H9
A2157,90,H9
A2158,90,H9
A2159,90,H9
A2160,90,H9
A2161,90,H9
A2162,90,H9
A2163,90,H9
A2164,90,H9
A2165,90,H9
A2166,90,H9
A2167,90,H9
A2168,90,H9
A2169,90,H9
A2170,90,H9
A2171,90,H9
A2172,90,H9
A2173,90,H9
A2174,90,H9
A2175,90,H9
A2176,90,H9
A2177,90,H9
A2178,90,H9
A2179,90,H9
A2180,90,H9
A2181,90,H9
A2182,90,H9
A2183,90,H9
A2184,90,H9
A2185,90,H9
A2186,90,H9
A2187,90,H9
A2188,90,H9
A2189,90,H9
A2190,90,H9
A2191,90,H9
A2192,90,H9
A2193,90,H9
A2194,90,H9
A2195,90,H9
A2196,90,H9
A2197,90,H9
A2198,90,H9
A2199,90,H9
A2200,90,H9
A2201,90,H9
A2202,90,H9
A2203,90,H9
A2204,90,H9
A2205,90,H9
A2206,90,H9
A2207,90,H9
A2208,90,H9
A2209,90,H9
A2210,90,H9
A2211,90,H9
A2212,90,H9
A2213,90,H9
A2214,90,H9
A2215,90,H9
A2216,90,H9
A2217,90,H9
A2218,90,H9
A2219,90,H9
A2220,90,H9
A2221,90,H9
A2222,90,H9
A2223,90,H9
A2224,90,H9
A2225,90,H9
A2226,90,H9
A2227,90,H9
A2228,90,H9
A2229,90,H9
A2230,90,H9
A2231,90,H9
A2232,90,H9
A2233,90,H9
A2234,90,H9
A2235,90,H9
A2236,100,UCSD106
A2237,100,UCSD106
A2238,100,UCSD106
A2239,100,UCSD106
A2240,100,UCSD106
A2241,100,UCSD106
A2242,100,UCSD106
A2243,100,UCSD106
A2244,100,UCSD106
A2245,100,UCSD106
A2246,100,UCSD106
A2247,100,UCSD106
A2248,100,UCSD106
A2249,100,UCSD106
A2250,100,UCSD106
A2251,100,UCSD106
A2252,100,UCSD106
A2253,100,UCSD106
A2254,100,UCSD106
A2255,100,UCSD106
A2256,100,UCSD106
A2257,100,UCSD106
A2258,100,UCSD106
A2259,100,UCSD106
A2260,100,UCSD106
A2261,100,UCSD106
A2262,100,UCSD106
A2263,100,UCSD106
A2264,100,UCSD106
A2265,100,UCSD106
A2266,100,UCSD106
A2267,100,UCSD106
A2268,100,UCSD106
A2269,100,UCSD106
A2270,100,UCSD106
A2271,100,UCSD106
A2272,100,UCSD106
A2273,100,UCSD106
A2274,100,UCSD106
A2275,100,UCSD106
A2276,100,UCSD106
A2277,100,UCSD106
A2278,100,UCSD106
A2279,100,UCSD106
A2280,100,UCSD106
A2281,100,UCSD106
A2282,100,UCSD106
A2283,100,UCSD106
A2284,100,UCSD106
A2285,100,UCSD106
A2286,100,UCSD106
A2287,100,UCSD106
A2288,100,UCSD106
A2289,100,UCSD106
A2290,100,UCSD106
A2291,100,UCSD106
A2292,100,UCSD106
A2293,100,UCSD106
A2294,100,UCSD106
A2295,100,UCSD106
A2296,100,UCSD106
A2297,100,UCSD106
A2298,100,UCSD106
A2299,100,UCSD106
A2300,100,UCSD106
A2301,100,UCSD106
A2302,100,UCSD106
A2303,100,UCSD106
A2304,100,UCSD106
A2305,100,UCSD106
A2306,100,UCSD106
A2307,100,UCSD106
A2308,100,UCSD106
A2309,100,UCSD106
A2310,100,UCSD106
A2311,100,UCSD106
A2312,100,UCSD106
A2313,100,UCSD106
A2314,100,UCSD106
A2315,100,UCSD106
A2316,100,UCSD106
A2317,100,UCSD106
A2318,100,UCSD106
A2319,100,UCSD106
A2320,100,UCSD106
A2321,100,UCSD106
A2322,100,UCSD106
A2323,100,UCSD106
A2324,100,UCSD106
A2325,100,UCSD106
A2326,100,UCSD106
A2327,100,UCSD106
A2328,100,UCSD106
A2329,100,UCSD106
A2330,100,UCSD106
A2331,100,UCSD106
A2332,100,UCSD106
A2333,100,UCSD106
A2334,100,UCSD106
A2335,100,UCSD106
A2336,100,UCSD106
A2337,100,UCSD106
A2338,100,UCSD106
A2339,100,UCSD106
A2340,100,UCSD106
A2341,100,UCSD106
A2342,100,UCSD106
A2343,100,UCSD106
A2344,100,UCSD106
A2345,100,UCSD106
A2346,100,UCSD106
A2347,100,UCSD106
A2348,100,UCSD106
A2349,100,UCSD106
A2350,100,UCSD106
A2351,100,UCSD106
A2352,100,UCSD106
A2353,100,UCSD106
A2354,100,UCSD106
A2355,100,UCSD106
A2356,100,UCSD106
A2357,100,UCSD106
A2358,100,UCSD106
A2359,100,UCSD106
A2360,100,UCSD106
A2361,100,UCSD106
A2362,100,UCSD106
A2363,100,UCSD106
A2364,100,UCSD106
A2365,100,UCSD106
A2366,100,UCSD106
A2367,100,UCSD106
A2368,100,UCSD106
A2369,100,UCSD106
A2370,100,UCSD106
A2371,100,UCSD106
A2372,100,UCSD106
A2373,100,UCSD106
A2374,100,UCSD106
A2375,100,UCSD106
A2376,100,UCSD106
A2377,100,UCSD106
A2378,100,UCSD106
A2379,100,UCSD106
A2380,100,UCSD106
A2381,100,UCSD106
A2382,100,UCSD106
A2383,100,UCSD106
A2384,100,UCSD106
A2385,100,UCSD106
A2386,100,UCSD106
A2387,100,UCSD106
A2388,100,UCSD106
A2389,100,UCSD106
A2390,100,UCSD106
A2391,100,UCSD106
A2392,100,UCSD106
A2393,100,UCSD106
A2394,100,UCSD106
A2395,100,UCSD106
A2396,100,UCSD106
A2397,100,UCSD106
A2398,100,UCSD106
A2399,100,UCSD106
A2400,100,UCSD106
A2401,100,UCSD106
A2402,100,UCSD106
A2403,100,UCSD106
A2404,100,UCSD106
A2405,100,UCSD106
A2406,100,UCSD106
A2407,100,UCSD106
A2408,100,UCSD106
A2409,100,UCSD106
A2410,100,UCSD106
A2411,100,UCSD106
A2412,100,UCSD106
A2413,100,UCSD106
A2414,100,UCSD106
A2415,100,UCSD106
A2416,100,UCSD106
A2417,100,UCSD106
A2418,100,UCSD106
A2419,100,UCSD106
A2420,100,UCSD106
A2421,100,UCSD106
A2422,100,UCSD106
A2423,100,UCSD106
A2424,100,UCSD106
A2425,100,UCSD106
A2426,100,UCSD106
A2427,100,UCSD106
A2428,100,UCSD106
A2429,100,UCSD106
A2430,100,UCSD106
A2431,100,UCSD106
A2432,100,UCSD106
A2433,100,UCSD106
A2434,100,UCSD106
A2435,100,UCSD106
A2436,100,UCSD106
A2437,100,UCSD106
A2438,100,UCSD106
A2439,100,UCSD106
A2440,100,UCSD106
A2441,100,UCSD106
A2442,100,UCSD106
A2443,100,UCSD106
A2444,100,UCSD106
A2445,100,UCSD106
A2446,100,UCSD106
A2447,100,UCSD106
A2448,100,UCSD106
A2449,100,UCSD106
A2450,100,UCSD106
A2451,100,UCSD106
A2452,100,UCSD106
A2453,100,UCSD106
A2454,100,UCSD106
A2455,100,UCSD106
A2456,100,UCSD106
A2457,100,UCSD106
A2458,100,UCSD106
A2459,100,UCSD106
A2460,100,UCSD106
A2461,100,UCSD106
A2462,100,UCSD106
A2463,100,UCSD106
A2464,100,UCSD106
A2465,100,UCSD106
A2466,100,UCSD106
A2467,100,UCSD106
A2468,100,UCSD106
A2469,100,UCSD106
A2470,100,UCSD106
A2471,100,UCSD106
A2472,100,UCSD106
A2473,100,UCSD106
A2474,100,UCSD106
A2475,100,UCSD106
A2476,100,UCSD106
A2477,100,UCSD106
A2478,100,UCSD106
A2479,100,UCSD106
A2480,100,UCSD106
A2481,100,UCSD106
A2482,100,UCSD106
A2483,100,UCSD106
A2484,100,UCSD106
A2485,100,UCSD106
A2486,100,UCSD106
A2487,100,UCSD106
A2488,100,UCSD106
A2489,100,UCSD106
A2490,100,UCSD106
A2491,100,UCSD106
A2492,100,UCSD106
A2493,100,UCSD106
A2494,100,UCSD106
A2495,100,UCSD106
A2496,100,UCSD106
A2497,100,UCSD106
A2498,100,UCSD106
A2499,100,UCSD106
A2500,100,UCSD106
A2501,100,UCSD106
A2502,100,UCSD106
A2503,100,UCSD106
A2504,100,UCSD106
A2505,100,UCSD106
A2506,100,UCSD106
A2507,100,UCSD106
A2508,100,UCSD106
A2509,100,UCSD106
A2510,100,UCSD106
A2511,100,UCSD106
A2512,100,UCSD106
A2513,100,UCSD106
A2514,100,UCSD106
A2515,100,UCSD106
A2516,100,UCSD106
A2517,100,UCSD106
A2518,100,UCSD106
A2519,100,UCSD106
A2520,100,UCSD106
A2521,100,UCSD106
A2522,100,UCSD106
A2523,100,UCSD106
A2524,100,UCSD106
A2525,100,UCSD106
A2526,100,UCSD106
A2527,100,UCSD106
A2528,100,UCSD106
A2529,100,UCSD106
A2530,100,UCSD106
A2531,100,UCSD106
A2532,100,UCSD106
A2533,100,UCSD106
A2534,100,UCSD106
A2535,100,UCSD106
A2536,100,UCSD106
A2537,100,UCSD106
A2538,100,UCSD106
A2539,100,UCSD106
A2540,100,UCSD106
A2541,100,UCSD106
A2542,100,UCSD106
A2543,100,UCSD106
A2544,100,UCSD106
A2545,100,UCSD106
A2546,100,UCSD106
A2547,100,UCSD106
A2548,100,UCSD106
A2549,100,UCSD106
A2550,100,UCSD106
A2551,100,UCSD106
A2552,100,UCSD106
A2553,100,UCSD106
A2554,100,UCSD106
A2555,100,UCSD106
A2556,100,UCSD106
A2557,100,UCSD106
A2558,100,UCSD106
A2559,100,UCSD106
A2560,100,UCSD106
A2561,100,UCSD106
A2562,100,UCSD106
A2563,100,UCSD106
A2564,100,UCSD106
A2565,100,UCSD106
A2566,100,UCSD106
A2567,100,UCSD106
A2568,100,UCSD106
A2569,100,UCSD106
A2570,100,UCSD106
A2571,100,UCSD106
A2572,100,UCSD106
A2573,100,UCSD106
A2574,100,UCSD106
A2575,100,UCSD106
A2576,100,UCSD106
A2577,100,UCSD106
A2578,100,UCSD106
A2579,100,UCSD106
A2580,100,UCSD106
A2581,100,UCSD106
A2582,100,UCSD106
A2583,100,UCSD106
A2584,100,UCSD106
A2585,100,UCSD106
A2586,100,UCSD106
A2587,100,UCSD106
A2588,100,UCSD106
A2589,100,UCSD106
A2590,100,UCSD106
A2591,100,UCSD106
A2592,100,UCSD106
A2593,100,UCSD106
A2594,100,UCSD106
A2595,100,UCSD106
A2596,100,UCSD106
A2597,100,UCSD106
A2598,100,UCSD106
A2599,100,UCSD106
A2600,100,UCSD106
A2601,100,UCSD106
A2602,100,UCSD106
A2603,100,UCSD106
A2604,100,UCSD106
A2605,100,UCSD106
A2606,100,UCSD106
A2607,100,UCSD106
A2608,100,UCSD106
A2609,100,UCSD106
A2610,100,UCSD106
A2611,100,UCSD106
A2612,100,UCSD106
A2613,100,UCSD106
A2614,100,UCSD106
A2615,100,UCSD106
A2616,100,UCSD106
A2617,100,UCSD106
A2618,100,UCSD106
A2619,100,UCSD106
A2620,100,UCSD106
A2621,100,UCSD106
A2622,100,UCSD106
A2623,100,UCSD106
A2624,100,UCSD106
A2625,100,UCSD106
A2626,100,UCSD106
A2627,100,UCSD106
A2628,100,UCSD106
A2629,100,UCSD106
A2630,100,UCSD106
A2631,100,UCSD106
A2632,100,UCSD106
A2633,100,UCSD106
A2634,100,UCSD106
A2635,100,UCSD106
A2636,100,UCSD106
A2637,100,UCSD106
A2638,100,UCSD106
A2639,100,UCSD106
A2640,100,UCSD106
A2641,100,UCSD106
A2642,100,UCSD106
A2643,100,UCSD106
A2644,100,UCSD106
A2645,100,UCSD106
A2646,100,UCSD106
A2647,100,UCSD106
A2648,100,UCSD106
A2649,100,UCSD106
A2650,100,UCSD106
A2651,100,UCSD106
A2652,100,UCSD106
A2653,100,UCSD106
A2654,100,UCSD106
A2655,100,UCSD106
A2656,100,UCSD106
A2657,100,UCSD106
A2658,100,UCSD106
A2659,100,UCSD106
A2660,100,UCSD106
A2661,100,UCSD106
A2662,100,UCSD106
A2663,100,UCSD106
A2664,100,UCSD106
A2665,100,UCSD106
A2666,100,UCSD106
A2667,100,UCSD106
A2668,100,UCSD106
A2669,100,UCSD106
A2670,100,UCSD106
A2671,100,UCSD106
A2672,100,UCSD106
A2673,100,UCSD106
A2674,100,UCSD106
A2675,100,UCSD106
A2676,100,UCSD106
A2677,100,UCSD106
A2678,100,UCSD106
A2679,100,UCSD106
A2680,100,UCSD106
A2681,100,UCSD106
A2682,100,UCSD106
A2683,100,UCSD106
A2684,100,UCSD106
A2685,100,UCSD106
A2686,100,UCSD106
A2687,100,UCSD106
A2688,100,UCSD106
A2689,100,UCSD106
A2690,100,UCSD106
A2691,100,UCSD106
A2692,100,UCSD106
A2693,100,UCSD106
A2694,100,UCSD106
A2695,100,UCSD106
A2696,100,UCSD106
A2697,100,UCSD106
A2698,100,UCSD106
A2699,100,UCSD106
A2700,100,UCSD106
A2701,100,UCSD106
A2702,100,UCSD106
A2703,100,UCSD106
A2704,100,UCSD106
A2705,100,UCSD106
A2706,100,UCSD106
A2707,100,UCSD106
A2708,100,UCSD106
A2709,100,UCSD106
A2710,100,UCSD106
A2711,100,UCSD106
A2712,100,UCSD106
A2713,100,UCSD106
A2714,100,UCSD106
A2715,100,UCSD106
A2716,100,UCSD106
A2717,100,UCSD106
A2718,100,UCSD106
A2719,100,UCSD106
A2720,100,UCSD106
A2721,100,UCSD106
A2722,100,UCSD106
A2723,100,UCSD106
A2724,100,UCSD106
A2725,100,UCSD106
A2726,100,UCSD106
A2727,100,UCSD106
A2728,100,UCSD106
A2729,100,UCSD106
A2730,100,UCSD106
A2731,100,UCSD106
A2732,100,UCSD106
A2733,100,UCSD106
A2734,100,UCSD106
A2735,100,UCSD106
A2736,100,UCSD106
A2737,100,UCSD106
A2738,100,UCSD106
A2739,100,UCSD106
A2740,100,UCSD106
A2741,100,UCSD106
A2742,100,UCSD106
A2743,100,UCSD106
A2744,100,UCSD106
A2745,100,UCSD106
A2746,100,UCSD106
A2747,100,UCSD106
A2748,100,UCSD106
A2749,100,UCSD106
A2750,100,UCSD106
A2751,100,UCSD106
A2752,100,UCSD106
A2753,100,UCSD106
A2754,100,UCSD106
A2755,100,UCSD106
A2756,100,UCSD106
A2757,100,UCSD106
A2758,100,UCSD106
A2759,100,UCSD106
A2760,100,UCSD106
A2761,100,UCSD106
A2762,100,UCSD106
A2763,100,UCSD106
A2764,100,UCSD106
A2765,100,UCSD106
A2766,100,UCSD106
A2767,100,UCSD106
A2768,100,UCSD106
A2769,100,UCSD106
A2770,100,UCSD106
A2771,100,UCSD106
A2772,100,UCSD106
A2773,100,UCSD106
A2774,100,UCSD106
A2775,100,UCSD106
A2776,100,UCSD106
A2777,100,UCSD106
A2778,100,UCSD106
A2779,100,UCSD106
A2780,100,UCSD106
A2781,100,UCSD106
A2782,100,UCSD106
A2783,100,UCSD106
A2784,100,UCSD106
A2785,100,UCSD106
A2786,100,UCSD106
A2787,100,UCSD106
A2788,100,UCSD106
A2789,100,UCSD106
A2790,100,UCSD106
A2791,100,UCSD106
A2792,100,UCSD106
A2793,100,UCSD106
A2794,100,UCSD106
A2795,100,UCSD106
A2796,100,UCSD106
A2797,100,UCSD106
A2798,100,UCSD106
A2799,100,UCSD106
A2800,100,UCSD106
A2801,100,UCSD106
A2802,100,UCSD106
A2803,100,UCSD106
A2804,100,UCSD106
A2805,100,UCSD106
A2806,100,UCSD106
A2807,100,UCSD106
A2808,100,UCSD106
A2809,100,UCSD106
A2810,100,UCSD106
A2811,100,UCSD106
A2812,100,UCSD106
A2813,100,UCSD106
A2814,100,UCSD106
A2815,100,UCSD106
A2816,100,UCSD106
A2817,100,UCSD106
A2818,100,UCSD106
A2819,100,UCSD106
A2820,100,UCSD106
A2821,100,UCSD106
A2822,100,UCSD106
A2823,100,UCSD106
A2824,100,UCSD106
A2825,100,UCSD106
A2826,100,UCSD106
A2827,100,UCSD106
A2828,100,UCSD106
A2829,100,UCSD106
A2830,100,UCSD106
A2831,100,UCSD106
A2832,100,UCSD106
A2833,100,UCSD106
A2834,100,UCSD106
A2835,100,UCSD106
A2836,100,UCSD106
A2837,100,UCSD106
A2838,100,UCSD106
A2839,100,UCSD106
A2840,100,UCSD106
A2841,100,UCSD106
A2842,100,UCSD106
A2843,100,UCSD106
A2844,100,UCSD106
A2845,100,UCSD106
A2846,100,UCSD106
A2847,100,UCSD106
A2848,100,UCSD106
A2849,100,UCSD106
A2850,100,UCSD106
A2851,100,UCSD106
A2852,100,UCSD106
A2853,100,UCSD106
A2854,100,UCSD106
A2855,100,UCSD106
A2856,100,UCSD106
A2857,100,UCSD106
A2858,100,UCSD106
A2859,100,UCSD106
A2860,100,UCSD106
A2861,100,UCSD106
A2862,100,UCSD106
A2863,100,UCSD106
A2864,100,UCSD106
A2865,100,UCSD106
A2866,100,UCSD106
A2867,100,UCSD106
A2868,100,UCSD106
A2869,100,UCSD106
A2870,100,UCSD106
A2871,100,UCSD106
A2872,100,UCSD106
A2873,100,UCSD106
A2874,100,UCSD106
A2875,100,UCSD106
A2876,100,UCSD106
A2877,100,UCSD106
A2878,100,UCSD106
A2879,100,UCSD106
A2880,100,UCSD106
A2881,100,UCSD106
A2882,100,UCSD106
A2883,100,UCSD106
A2884,100,UCSD106
A2885,100,UCSD106
A2886,100,UCSD106
A2887,100,UCSD106
A2888,100,UCSD106
A2889,100,UCSD106
A2890,100,UCSD106
A2891,100,UCSD106
A2892,100,UCSD106
A2893,100,UCSD106
A2894,100,UCSD106
A2895,100,UCSD106
A2896,100,UCSD106
A2897,100,UCSD106
A2898,100,UCSD106
A2899,100,UCSD106
A2900,100,UCSD106
A2901,100,UCSD106
A2902,100,UCSD106
A2903,100,UCSD106
A2904,100,UCSD106
A2905,100,UCSD106
A2906,100,UCSD106
A2907,100,UCSD106
A2908,100,UCSD106
A2909,100,UCSD106
A2910,100,UCSD106
A2911,100,UCSD106
A2912,100,UCSD106
A2913,120,UCSD106
A2914,120,UCSD106
A2915,120,UCSD106
A2916,120,UCSD106
A2917,120,UCSD106
A2918,120,UCSD106
A2919,120,UCSD106
A2920,120,UCSD106
A2921,120,UCSD106
A2922,120,UCSD106
A2923,120,UCSD106
A2924,120,UCSD106
A2925,120,UCSD106
A2926,120,UCSD106
A2927,120,UCSD106
A2928,120,UCSD106
A2929,120,UCSD106
A2930,120,UCSD106
A2931,120,UCSD106
A2932,120,UCSD106
A2933,120,UCSD106
A2934,120,UCSD106
A2935,120,UCSD106
A2936,120,UCSD106
A2937,120,UCSD106
A2938,120,UCSD106
A2939,120,UCSD106
A2940,120,UCSD106
A2941,120,UCSD106
A2942,120,UCSD106
A2943,120,UCSD106
A2944,120,UCSD106
A2945,120,UCSD106
