Base,Day,FOV,mask_label,redox_ratio_norm_mean,redox_ratio_norm_stdev,nadh_intensity_mean,nadh_intensity_stdev,nadh_a1_mean,nadh_a1_stdev,nadh_a1_intensity_weighted_mean,nadh_a1_intensity_weighted_stdev,nadh_a2_mean,nadh_a2_stdev,nadh_a2_intensity_weighted_mean,nadh_a2_intensity_weighted_stdev,nadh_t1_mean,nadh_t1_stdev,nadh_t1_intensity_weighted_mean,nadh_t1_intensity_weighted_stdev,nadh_t2_mean,nadh_t2_stdev,nadh_t2_intensity_weighted_mean,nadh_t2_intensity_weighted_stdev,nadh_tau_mean_mean,nadh_tau_mean_stdev,nadh_tau_mean_intensity_weighted_mean,nadh_tau_mean_intensity_weighted_stdev,fad_intensity_mean,fad_intensity_stdev,fad_a1_mean,fad_a1_stdev,fad_a1_intensity_weighted_mean,fad_a1_intensity_weighted_stdev,fad_a2_mean,fad_a2_stdev,fad_a2_intensity_weighted_mean,fad_a2_intensity_weighted_stdev,fad_t1_mean,fad_t1_stdev,fad_t1_intensity_weighted_mean,fad_t1_intensity_weighted_stdev,fad_t2_mean,fad_t2_stdev,fad_t2_intensity_weighted_mean,fad_t2_intensity_weighted_stdev,fad_tau_mean_mean,fad_tau_mean_stdev,fad_tau_mean_intensity_weighted_mean,fad_tau_mean_intensity_weighted_stdev,redox_ratio_mean,redox_ratio_stdev,,,flirr_mean,flirr_stdev
UCSD102,100,5,42,0.54419308,0.137395498,669.2844622,603.7530045,75.29389179,6.204628695,73.74773084,6.118958739,24.70610821,6.204628695,26.25226916,6.118958739,261.314402,76.2140035,274.5367412,74.56297621,2225.792789,294.3955518,2275.214311,259.9968463,751.8482736,204.9196392,805.975576,210.0366121,568.1729084,741.3434545,82.67119426,2.227023381,81.65027287,1.987199148,17.32880574,2.227023381,18.34972713,1.987199148,166.0547213,32.46242929,179.2994107,28.45192982,1557.874359,157.7595326,1649.002481,151.0531839,406.7930911,59.33392442,449.433747,61.60194612,1.473685394,1.014404981,,,0.299739102,0.078614117
UCSD102,100,5,44,0.61634933,0.122935835,686.0320183,362.1018957,70.89239583,4.536406255,71.42950491,4.625941867,29.10760417,4.536406255,28.57049509,4.625941867,306.0367456,78.66795955,303.5303028,78.64968381,2297.545266,231.199972,2287.769576,214.6940954,884.9161565,145.7018345,870.7096262,155.9865727,516.6763865,549.7509093,80.25259154,2.535023736,79.11445301,2.354564198,19.74740846,2.535023736,20.88554699,2.354564198,190.8999254,41.54387764,194.8526312,32.97417767,1731.651458,184.9048534,1785.319988,160.6050748,494.800032,75.37228799,527.6667819,73.12640436,1.862746833,0.85733257,,,0.362666788,0.055240702
UCSD102,100,5,45,0.645292109,0.062248127,882.129703,278.9729857,74.45128485,2.332134967,74.29455994,2.239132372,25.54871515,2.332134967,25.70544006,2.239132372,322.9393297,46.26796997,329.1460408,45.67056752,2155.880802,153.8648274,2164.758057,149.6425065,790.2052297,69.34994575,800.0690917,65.74132053,464.0940594,101.3528395,80.97085881,1.68727249,80.91519461,1.692126445,19.02914119,1.68727249,19.08480539,1.692126445,188.4719723,28.621091,188.8416954,28.90149418,1649.711772,123.5826253,1655.454154,124.4572426,465.5906617,42.90641172,467.8263074,43.94059825,1.90043953,0.474664748,,,0.315640362,0.029196682
UCSD102,100,5,46,0.696696252,0.099792034,863.6848592,261.4975345,72.07052412,2.840118058,71.92477247,2.814681364,27.92947588,2.840118058,28.07522753,2.814681364,331.5064419,49.24298595,334.0219998,48.21389302,2295.051215,189.0003638,2309.488418,189.2416462,879.0615061,89.59499052,888.3092629,93.89318588,388.5237676,248.5235404,80.75646188,2.310658922,80.35509706,2.3479283,19.24353812,2.310658922,19.64490294,2.3479283,187.2464912,34.39356961,183.8299267,32.10182875,1619.371998,161.0211954,1649.555209,171.8635538,462.0353623,55.9641906,472.0448032,61.87559506,2.58652446,0.960357852,,,0.346089563,0.036225923
UCSD102,100,5,47,0.633359283,0.101750039,903.9831933,343.150039,75.14388803,2.339994902,75.03341399,2.290810426,24.85611197,2.339994902,24.96658601,2.290810426,298.2531975,44.86489744,306.8514319,44.31965441,2071.06145,123.7229275,2087.853488,122.7133089,737.6345749,66.52742021,750.2422361,64.38287287,501.4432773,192.7702592,81.84071618,2.415931515,81.89167308,2.585203393,18.15928395,2.415930777,18.10832724,2.5852017,172.8667397,33.24711586,170.6482846,33.67604507,1606.34084,124.5058032,1618.868785,124.0820662,432.2386246,59.66625055,432.184388,64.37040586,1.919943876,0.736328966,,,0.304150645,0.031142508
UCSD102,100,6,1,0.698293369,0.068376731,800.1024447,263.4402888,73.80668184,3.063119911,73.90370134,2.888934647,26.19331816,3.063119911,26.09629866,2.888934647,343.0478475,47.6135618,345.960224,45.40602465,2190.510361,184.3584225,2190.832891,175.0009851,826.0596277,85.84882091,826.6140953,80.73928038,327.1268917,74.23095169,79.57260268,2.89321402,79.74054438,2.86555438,20.42739722,2.893214415,20.25945553,2.865554742,169.9190187,37.68717642,170.652151,36.98250882,1811.199907,170.5831843,1804.73092,166.9912132,504.8151277,79.01789469,501.4036505,77.19969508,2.470061636,0.716913216,,,0.32994111,0.043441891
UCSD102,100,6,2,0.660907373,0.095223508,821.1608911,331.7609577,74.36076535,2.736398055,74.02960113,2.437228428,25.63923465,2.736398055,25.97039887,2.437228428,318.524177,57.85580655,326.5090094,53.57976763,2070.342983,161.9900962,2091.043483,150.5331018,766.5109687,93.34136247,783.7244561,85.2642165,390.3329208,118.4853223,80.74901225,2.195461587,80.71434061,2.120446605,19.25098769,2.195461877,19.28565932,2.120446974,175.0746527,40.84258493,177.2630551,38.94293841,1722.363589,163.5697982,1711.829297,159.9666178,472.4345175,66.79210807,472.8664464,64.75848656,2.192845791,0.921972323,,,0.317852258,0.03556962
UCSD102,100,6,3,0.668631477,0.092395677,961.4313859,393.2781516,75.57385306,2.503191001,75.26566333,2.275719524,24.42614694,2.503191001,24.73433667,2.275719524,312.2756671,48.65623827,322.1764532,45.06839248,2070.075564,143.5268578,2090.258719,138.4803619,740.9137478,80.09956387,758.6157945,70.52420917,445.1324728,164.4874268,80.9681447,1.995558542,80.9970762,2.075260208,19.03185539,1.995558084,19.00292399,2.075259315,182.2624778,34.47416091,179.6023598,34.57295466,1675.72663,164.0827302,1686.80904,163.3837315,465.6067989,56.09351437,465.2901264,56.53327083,2.233907444,0.824379168,,,0.30197113,0.032897304
UCSD102,100,6,4,0.654401569,0.105971765,811.9034884,363.0036181,79.4524257,4.399539517,79.49996073,4.860257909,20.54757431,4.39953961,20.50003918,4.86025835,292.8777574,68.7599308,294.1112768,73.42276113,1982.75214,225.4110805,1971.831615,236.1995506,640.7769273,131.7390471,640.270907,145.668074,412.0569767,316.4026251,81.82737953,3.97555072,83.5534845,6.351736319,18.17262035,3.975551152,16.44651579,6.351735552,179.2556085,48.94185766,163.8307936,64.99182386,1605.749488,178.5602537,1555.464075,208.7946263,438.7871199,99.08130658,397.4155237,151.6549979,2.143823168,0.885421079,,,0.253042529,0.055799278
UCSD102,100,6,5,0.680402673,0.100751332,873.4619423,343.0177181,72.4500923,3.126254513,72.66118857,3.077816275,27.5499077,3.126254513,27.33881143,3.077816275,338.8496693,59.08480895,346.1229987,58.78170382,2136.523263,160.7275157,2154.545514,158.4852393,831.8203929,82.09568258,838.1532745,79.8333539,416.3744532,291.7800765,80.09519563,2.442909252,80.21529688,2.378060214,19.90480437,2.442909241,19.78470316,2.378059961,174.3173232,38.75277238,171.5875372,35.74476114,1809.904024,150.4657066,1804.435624,138.6260387,499.2927988,70.7738568,494.1456177,67.08572038,2.41739812,1.007481765,,,0.344300053,0.04059094
UCSD102,100,6,6,0.672957506,0.091078198,741.1174668,310.0933094,71.80083412,3.571202878,71.5654602,3.196963509,28.19916588,3.571202878,28.4345398,3.196963509,331.5746159,63.94229813,341.4312433,60.30749415,2146.172462,178.7687719,2170.726234,167.1344911,842.6464162,110.8137576,860.4684252,95.55221379,349.031665,194.2745181,80.51484372,2.860716664,80.75369,2.853416524,19.48515632,2.860716443,19.24631009,2.853416037,176.8891679,39.7303431,176.0053355,37.83507295,1826.877794,183.4530869,1814.910417,177.4158724,498.4620531,84.22970285,491.892256,83.7693945,2.284227925,0.876557691,,,0.35097317,0.048244133
UCSD102,100,6,7,0.614672559,0.111366477,743.0054459,410.6962144,78.31939646,2.902292477,78.13813583,2.638795623,21.68060354,2.902292477,21.86186417,2.638795623,292.7430728,51.24857771,307.6189379,50.40682569,1994.140742,168.7770324,2032.313044,165.9161362,660.2641162,79.86206009,683.1431781,71.6211123,405.8788291,145.8281354,81.76348271,1.816728198,81.66685933,1.841429901,18.23651729,1.816728198,18.33314067,1.841429901,180.2710342,33.09859886,181.1929068,32.06519555,1636.133846,136.1242865,1642.618618,132.0943921,445.1608223,52.13918111,448.5361589,51.07194494,1.823234003,0.828538883,,,0.265464118,0.037061852
UCSD102,100,6,8,0.625718975,0.108407946,671.6659082,338.404116,77.12194699,3.033600753,76.7588881,2.877336691,22.87805306,3.03360053,23.24111194,2.877336465,287.2869346,53.86323224,297.4031904,51.5436261,1968.634024,174.432109,1993.428892,167.3232679,671.5817631,95.75767002,691.028094,88.24008556,352.4804702,97.91335324,81.68282886,2.139634301,81.66502263,2.097318258,18.31717116,2.139634232,18.33497739,2.097318187,175.9311619,34.22203107,176.0516575,33.65541571,1604.671828,154.2933254,1601.669284,147.6251511,436.5552336,56.17284988,436.4029972,54.66819909,1.915802759,0.898812726,,,0.280466143,0.039144437
UCSD102,100,6,9,0.645739623,0.09655779,593.462203,270.6453361,76.96133074,3.689940051,76.63812942,3.3578801,23.03866926,3.689940051,23.36187058,3.3578801,282.4932426,54.05784536,289.0633192,51.12174981,2038.809359,183.7067751,2054.164685,173.1957669,685.7652569,104.6196282,699.9384332,94.98091499,313.061915,182.4956397,80.82022081,2.861815343,80.75133971,2.576977877,19.17977911,2.861815655,19.24866024,2.576978083,186.6625557,43.0277578,187.130295,38.99566731,1713.670158,198.4505097,1693.886511,177.595433,477.8511628,76.23898427,475.6840759,67.07808989,2.041637945,0.853526639,,,0.285623971,0.048106768
UCSD102,100,6,10,0.630914508,0.104249115,683.5415601,342.1502679,76.19060774,2.756890333,75.65690766,2.510542131,23.80939226,2.756890333,24.34309234,2.510542131,283.6594655,56.97959685,297.9398654,56.61443354,1995.227142,171.5798711,2027.721848,163.7886484,690.3755091,94.38373797,718.2656784,89.64866984,356.3216113,116.8747314,81.63529047,2.124136373,81.60687722,2.07616966,18.36470948,2.124136591,18.39312272,2.076169917,182.7454189,33.46174445,183.3459332,33.08545857,1628.905729,159.7357402,1633.247823,156.032168,447.2774327,54.68720005,448.9823165,53.49855418,1.951513879,0.916691785,,,0.291920071,0.035174746
UCSD102,100,6,11,0.700791787,0.077279343,1044.887003,320.7425482,73.27618877,3.023706071,73.11199311,2.957269585,26.72381123,3.023706071,26.88800689,2.957269585,341.800113,54.65903933,349.5998535,51.37736282,2190.711994,184.654105,2215.174379,178.5362382,836.0414295,108.3781825,851.2553772,102.3814016,429.3470299,144.5163692,80.6575831,2.059146459,80.69905637,2.032518108,19.34241685,2.059146733,19.30094357,2.032518452,180.7764295,34.69601433,180.5986633,33.41650219,1747.202338,152.5931964,1743.154311,146.1570228,483.2674141,59.47867697,481.6703204,57.91479894,2.538765631,0.807253124,,,0.331652272,0.039396922
UCSD102,100,6,12,0.648914995,0.104095361,732.129927,366.2996661,77.91256336,2.778827132,77.27644307,2.302102248,22.08743662,2.778827214,22.72355693,2.302102279,287.5817766,53.08387247,303.0837968,49.17757682,2073.862063,203.8728049,2121.338287,185.1225978,681.7763044,100.286675,715.4487,84.3449959,350.6437956,145.8451221,80.93224939,2.097297555,80.91939403,2.053325647,19.06775061,2.097297555,19.08060597,2.053325647,187.6907039,36.7195725,187.9983956,35.70012342,1648.586015,155.6465314,1658.77188,151.5679149,464.8085486,53.22750187,467.2711368,51.83445679,2.086151912,0.841564455,,,0.273256129,0.03614337
UCSD102,100,6,13,0.680142561,0.07591364,851.4166364,311.7137922,75.97177748,2.341278851,75.75703688,2.101196814,24.02822252,2.341278851,24.24296312,2.101196814,306.0703311,46.35452951,313.4076794,43.1500523,2111.332208,160.8888917,2134.913698,148.8136915,738.8233779,74.49036766,753.7837653,63.23068248,376.5306938,123.0556129,80.93769023,2.026695217,80.82240471,1.989468202,19.06230977,2.026695217,19.17759529,1.989468202,188.0858391,34.48857059,187.850559,33.56551805,1675.186498,148.6055186,1678.640452,143.4569705,470.2575005,51.15265843,472.5285816,50.07746009,2.28624003,0.709708387,,,0.29714929,0.030672462
UCSD102,100,6,14,0.623566094,0.098187737,1143.948657,355.1103268,72.06589988,4.328344601,72.71408869,4.58262434,27.93410012,4.328344601,27.28591131,4.58262434,315.4602239,60.70409406,312.3469732,61.78653294,2276.797081,198.1994736,2268.311196,201.5078032,865.3712591,147.3826613,848.7373535,157.3863449,754.6340299,456.3335339,81.20904639,1.845791575,81.40254643,1.580256707,18.79095364,1.84579145,18.59745358,1.580256642,176.9501978,30.77061741,176.5623316,25.65064001,1731.703122,131.2324982,1709.582591,114.9304269,468.7380183,55.61438654,461.547264,47.70447111,1.853705794,0.792543869,,,0.344319046,0.054813945
UCSD102,100,6,16,0.691980471,0.090909104,1109.160879,436.8108184,74.44829073,3.257347392,74.14560046,2.925968892,25.55170927,3.257347392,25.85439954,2.925968892,336.3282207,58.35733027,350.019283,52.33217956,2214.928659,196.9284023,2252.208277,177.5352101,817.116517,118.8555797,842.2241916,102.5645125,453.2654945,147.1914708,80.44618026,2.399944542,80.38282664,2.31022411,19.55381975,2.399944416,19.61717334,2.310224238,180.6096704,32.29972433,181.4456072,30.98448374,1749.292044,157.8336135,1753.264754,150.4964831,487.5480101,68.10516874,489.9628602,64.8429641,2.504125872,0.937260343,,,0.318157425,0.043077709
UCSD102,100,6,17,0.663417596,0.089587616,730.8009511,312.7024547,77.1464144,2.683226975,76.58162398,2.441283437,22.8535856,2.683226975,23.41837602,2.441283437,283.0486019,48.7582241,295.1621414,46.82132886,2055.795611,169.1430942,2086.607838,161.4479795,687.4088899,88.33564944,713.6515561,78.69881049,332.2391304,61.51047005,80.38286916,2.208249036,80.33649301,2.191423025,19.61713084,2.208249036,19.66350699,2.191423025,194.984425,40.19843135,194.3356036,39.85766305,1645.132459,154.5546698,1648.704885,152.3899662,477.6496523,52.76703218,478.5780711,52.81217516,2.165157563,0.759268394,,,0.284606061,0.034871432
UCSD102,100,6,19,0.636264618,0.112636839,677.1520527,334.2804865,76.88740416,3.508054901,76.22292887,3.144225758,23.11259584,3.508054901,23.77707113,3.144225758,289.3202093,54.95399005,302.1143964,52.69669467,2077.121936,189.2139415,2113.692592,179.2656621,702.0906309,110.2498399,732.0705401,99.44679558,343.5671566,132.9246599,81.66419635,2.323105983,81.62702874,2.220431356,18.33580365,2.323105983,18.37297126,2.220431356,176.428764,37.03138569,177.3223754,35.27563955,1680.745438,167.3023757,1681.788335,158.7056092,451.7269393,65.65254851,453.1772605,62.09151262,2.013452572,0.915634822,,,0.283666566,0.046395581
UCSD102,100,6,20,0.693026315,0.087770618,858.1885472,327.989493,70.86082745,4.157841494,70.56680447,4.357471483,29.13917255,4.157841494,29.43319553,4.357471483,345.4477667,61.59926863,349.8388635,60.81338239,2296.088998,229.9201097,2320.566874,237.4195526,914.6461118,136.6877325,931.9934836,150.0295729,380.3336402,266.6069006,80.18617244,2.583966271,80.07259752,2.448917256,19.81382757,2.583966286,19.92740247,2.448917347,176.0825141,39.87375297,179.0058383,37.64128783,1784.273966,183.6566683,1786.045234,175.813415,494.5553518,78.76285453,499.22695,75.9711308,2.527243057,1.073664149,,,0.364177749,0.055924895
UCSD102,100,6,21,0.719914616,0.068482137,1344.494448,434.9056514,71.91725961,4.101204919,72.27436826,4.010145655,28.08274039,4.101204919,27.72563174,4.010145655,355.3901847,52.19680218,363.6277409,49.18199,2313.034605,195.9842464,2329.85428,186.7747197,906.4557044,118.2149817,910.1391745,112.5986002,503.8199883,171.446755,80.42485675,2.204239612,80.4237021,2.132518704,19.57514324,2.204239676,19.57629789,2.132518781,178.1501778,30.70554512,178.6465204,29.80996806,1768.794331,141.9864267,1768.405182,136.0376338,489.5374948,62.46363547,489.9864665,60.77868004,2.757435133,0.815258863,,,0.349680037,0.053381624
UCSD102,100,6,22,0.67449652,0.094220554,962.2527473,444.6399944,75.62164231,3.261482193,75.03920352,3.018021754,24.37835769,3.261482193,24.96079648,3.018021754,319.8016511,59.12088472,336.4217536,51.78102128,2164.60772,181.3627506,2199.84192,161.1398382,768.9588833,111.6087198,800.3128201,94.18025241,414.8118132,119.3932072,80.20448022,2.240603482,80.14291899,2.178982483,19.79551978,2.240603482,19.85708101,2.178982483,185.1196016,35.57481611,185.299768,34.8156803,1741.605412,163.8363705,1750.969216,157.6458626,492.7450867,62.13921913,495.6916293,59.82503742,2.305118134,0.856831494,,,0.30463667,0.044688198
UCSD102,100,6,23,0.687379468,0.084664197,656.2279185,262.6547003,70.76014237,3.389660765,70.92482752,3.223717559,29.23985763,3.389660765,29.07517248,3.223717559,363.1949691,65.26194128,366.6313044,60.1391351,2179.583928,197.1378508,2183.002898,186.571361,890.6493519,72.58304705,891.5025606,66.63667423,276.1822112,79.34007945,79.48975936,2.880886802,79.38454371,2.873602196,20.51024064,2.880886796,20.6154563,2.873602148,161.533494,46.77518327,163.1375471,46.09232454,1884.14239,174.2004941,1879.139284,170.760428,514.0398878,88.72545214,516.1359148,87.37572968,2.442430134,0.975742066,,,0.368392617,0.045201191
UCSD102,100,6,24,0.658864395,0.093728799,789.5305097,344.3843024,76.6323519,2.934759473,76.50795042,2.756347789,23.3676481,2.934759473,23.49204958,2.756347789,300.5383963,49.5092083,307.5996221,48.10053747,2098.09463,166.1198621,2112.211948,161.4799472,719.3700079,85.63003508,730.1874679,78.81230951,379.7229002,151.5941588,80.75244767,2.340287854,80.86265538,2.338397353,19.24755233,2.340287854,19.13734462,2.338397353,181.3108196,36.33194716,180.4815421,35.43099138,1672.802154,163.7628351,1671.349319,156.4613028,467.5396384,62.89951923,465.1132988,63.02602885,2.155429648,0.869173714,,,0.289760619,0.038472911
UCSD102,100,6,26,0.727170156,0.059842698,1062.472561,311.0076247,71.32789925,2.785468149,71.53619164,2.716605398,28.67210075,2.785468149,28.46380836,2.716605398,368.5622126,48.76733851,371.7202066,46.6566567,2295.299956,169.0106681,2301.795457,163.2180867,919.7445117,70.23658788,920.0184607,67.3986878,387.8993902,114.8488118,79.37276244,2.41164463,79.49729678,2.397180399,20.62723749,2.411644998,20.50270315,2.397180835,178.7978521,37.71783952,177.6588017,36.38169358,1853.612927,144.2061891,1848.661477,140.3532211,523.3600913,68.97298016,519.4632312,68.09263451,2.825184967,0.766101789,,,0.361562364,0.036785403
UCSD102,100,6,27,0.679256411,0.10278499,725.4336134,383.1580825,75.14447395,3.724058053,74.62637287,3.138164195,24.85552605,3.724058053,25.37362713,3.138164195,296.1960782,64.04551779,316.6178934,62.74261232,2057.190605,176.0047178,2097.420613,168.3934111,733.4643473,116.3961934,767.7353072,102.1356677,300.4403361,102.7181477,81.1072195,2.170365981,81.09105359,2.099100388,18.89278048,2.170366086,18.9089464,2.099100444,179.8572511,38.5518389,180.755907,37.57037844,1669.270748,180.0281354,1661.902316,175.3444944,460.6508977,63.89048813,460.2821939,62.03505189,2.464370402,1.156848224,,,0.30694165,0.048295064
UCSD102,100,6,28,0.657697381,0.119334466,867.4602829,450.9363807,77.86097421,3.615839853,77.23620325,2.909234767,22.13902578,3.615839894,22.76379674,2.909234792,308.2847029,52.13587738,323.7266255,45.92814853,2000.851328,178.792322,2038.770315,161.5360104,683.0501582,105.4958705,713.8334006,85.0460637,381.3144723,107.2383782,81.32006061,2.124848109,81.27860884,2.061500024,18.67993937,2.124848195,18.72139118,2.06149992,183.9117904,37.97875216,184.8306882,36.68529343,1654.519053,164.7133355,1653.517225,156.6112391,457.8790415,62.77544598,459.0642877,60.22946853,2.244701115,0.995428289,,,0.272760849,0.046791763
UCSD102,100,6,29,0.671828169,0.075247924,977.0029283,369.5718824,76.03965007,2.07914907,75.74041175,1.97091288,23.96034993,2.07914907,24.25958825,1.97091288,312.3197306,46.24432034,320.9019758,42.62918104,2033.319458,138.8832555,2048.635337,129.1272058,723.5091047,66.79518853,738.9253769,60.0620475,441.9809663,100.1799315,81.16077511,1.777538142,81.12349743,1.772762651,18.83922489,1.777538142,18.87650257,1.772762651,188.3274876,31.43975502,187.5795314,30.93785481,1650.146618,125.7577653,1653.705784,123.4998787,462.7036755,43.36614731,463.3552423,43.11274511,2.201933181,0.696615779,,,0.295482851,0.027835942
UCSD102,100,6,30,0.726600493,0.056882667,1379.616572,425.1649176,71.30259789,2.948816585,71.35292041,2.955119543,28.69740211,2.948816585,28.64707959,2.955119543,368.8381373,50.10625236,376.5270724,47.15112083,2334.638522,177.5687113,2351.46028,165.8962727,933.2762242,94.39389003,942.6029039,88.50312772,500.0885459,142.8256945,80.50112677,1.975735732,80.55408493,1.97530949,19.49887323,1.975735732,19.44591507,1.97530949,176.2421195,31.48148593,175.444939,30.41766079,1781.529569,151.8302707,1784.717846,146.2478206,489.0753934,59.09723794,488.3152967,58.71475627,2.799089388,0.710128407,,,0.356813764,0.038797923
UCSD102,100,6,31,0.703128355,0.100636015,998.2629287,372.0811222,72.6155749,2.857556241,72.79925364,2.627606374,27.3844251,2.857556241,27.20074636,2.627606374,353.6910904,59.14989305,362.0602948,53.96304681,2208.070376,169.3546337,2225.256137,161.450659,860.1056912,88.51493765,867.4591945,78.61416141,409.9624388,214.6446144,79.68058634,2.443385508,79.77210792,2.425057387,20.3194136,2.443385829,20.22789201,2.425057703,178.0675889,39.55850479,175.4866232,35.98291934,1838.082896,168.9866006,1827.784357,160.7635165,515.3628306,75.3524966,510.040319,72.63888322,2.671174767,0.961142615,,,0.344151443,0.038668575
UCSD102,100,6,32,0.732677175,0.043260359,1033.316154,293.6638784,71.51392503,2.804839657,71.79655105,2.768295655,28.48607497,2.804839657,28.20344895,2.768295655,369.1568904,47.88823739,372.052082,46.20116113,2255.53544,150.110846,2260.53127,146.1681244,904.7568714,63.46403108,902.9730827,60.9619757,367.2490256,86.41033327,79.96040922,2.303171182,79.89036608,2.258168755,20.03959077,2.303171199,20.10963392,2.258168774,171.6253307,36.16993371,171.5092367,34.97264802,1850.206752,146.0894043,1846.888522,141.5459438,506.9823083,66.01538033,507.4420912,63.76668374,2.835979456,0.607922894,,,0.356598489,0.037125353
UCSD102,100,6,33,0.706041889,0.060191814,952.704388,274.6425944,71.66044498,2.774578944,71.74458886,2.684507241,28.33955502,2.774578944,28.25541114,2.684507241,349.6268018,53.6915399,353.2404529,52.36511515,2247.05963,170.265635,2260.333651,167.4595628,885.7380621,81.0204821,890.4942763,78.04221961,387.1495381,126.2735179,80.81927575,2.054798278,80.83490341,2.048457694,19.18072425,2.054798278,19.16509659,2.048457694,175.9311423,35.6184395,174.7672554,34.90871152,1768.457564,160.7425865,1760.086532,154.7448322,480.7113232,59.73163673,478.0706222,59.41146822,2.536446861,0.68374636,,,0.35102634,0.036675616
UCSD102,100,6,34,0.62758761,0.088823802,735.3511706,273.8507035,77.5962194,2.304441202,77.22892411,2.28344721,22.4037806,2.304441202,22.77107589,2.28344721,268.3378328,44.03078213,275.6115431,42.20544147,2013.240401,132.4222149,2021.556522,124.1064578,658.4794606,75.57865353,672.4020284,71.89754141,414.6655518,140.1414545,81.27153813,2.572548722,81.37099351,2.577752647,18.72846204,2.572548107,18.62900667,2.577752003,185.6725355,40.50567965,183.661501,41.23750639,1614.954247,133.1672432,1612.85717,134.1259355,452.6172638,67.56369951,449.2647836,69.68099599,1.839451085,0.681714638,,,0.2762363,0.032293082
UCSD102,100,6,35,0.687773245,0.059687519,733.1532913,225.336282,72.4429459,2.935806277,72.45226688,2.779848699,27.5570541,2.935806277,27.54773312,2.779848699,343.2216952,53.1313947,346.6660791,51.84192982,2243.247881,175.9621798,2250.202015,175.9529118,864.5541928,71.89106854,868.8215715,67.68153655,320.2587917,69.81116308,79.33985086,2.724423261,79.3890816,2.715859895,20.66014914,2.724423261,20.6109184,2.715859895,179.4201879,41.90801083,179.261628,41.25610567,1782.894157,184.3672214,1774.75565,179.1685302,510.3969958,78.51830907,507.8311497,77.33166204,2.315929834,0.610479356,,,0.347779766,0.03913696
UCSD102,100,7,1,0.684015162,0.084749545,609.5911602,290.1617166,65.94691569,5.237221059,64.92985961,5.247778472,34.05308431,5.237221059,35.07014039,5.247778472,371.438189,88.28194844,379.5353493,93.19608762,2415.107569,316.9103199,2457.040507,342.3705826,1067.39834,177.994419,1110.707782,208.4753568,249.6541436,56.22990246,79.74786796,3.166669519,79.77260791,3.173537537,20.25213204,3.166669647,20.22739202,3.173538023,189.6502482,63.51885688,187.6330028,62.01221325,1885.321702,216.2914157,1876.366865,208.8146109,530.7452459,98.98912181,527.2012616,98.53365824,2.406414996,0.982249553,,,0.427753388,0.068635896
UCSD102,100,7,2,0.654398575,0.062819087,833.9941127,270.5945778,72.07586678,2.879926737,71.91373244,2.715769394,27.92413322,2.879926737,28.08626756,2.715769394,331.0322733,55.78714641,338.3517676,53.5270783,2182.005341,177.3108898,2197.787789,173.8384083,845.9945708,80.85007445,858.6781772,74.07698849,423.6804037,109.2783983,79.67723642,1.972499821,79.66502064,1.897943036,20.32276358,1.972499821,20.33497936,1.897943036,192.2254886,36.17956772,191.9918409,35.05581558,1740.485105,134.3616157,1744.329689,130.5476737,505.9348114,55.55344359,506.7997412,53.89380973,1.984620819,0.51777022,,,0.350793522,0.038309957
UCSD102,100,7,3,0.694048955,0.081181968,1286.037249,474.3561509,74.8458462,3.783057847,75.65007378,4.247849849,25.1541538,3.783057847,24.34992622,4.247849849,346.2616956,45.92365908,355.0803865,43.61279711,2213.835931,156.3512639,2224.277469,150.4137882,815.2791468,79.0927332,810.0550936,82.64966124,542.22851,182.5360664,79.70770817,1.923641804,79.79864688,1.904811964,20.29229183,1.923641804,20.20135312,1.904811964,185.0678123,30.79499248,183.2056669,29.79331784,1704.192128,134.1938628,1707.609291,133.6350075,493.123316,57.23871532,491.0436621,56.84954345,2.500746096,0.941357703,,,0.316133443,0.050228302
UCSD102,100,7,5,0.684997419,0.124459629,1067.980994,554.4529952,72.80656418,5.024196649,71.62837486,4.045665358,27.19343582,5.024196649,28.37162514,4.045665358,336.4419041,65.96485807,355.7266353,58.24464262,2337.238348,239.8039597,2397.008717,203.2198801,883.8459838,156.2202548,936.3769177,112.8216375,411.4005848,176.5897724,80.0728405,2.23574797,79.90561822,2.210999933,19.9271595,2.23574797,20.09438178,2.210999933,185.4795219,34.43499539,184.1139549,33.93935247,1746.761959,184.7504961,1768.849607,199.3714238,495.8783337,62.38600485,501.9040718,62.94498835,2.588471776,1.148022015,,,0.340120805,0.06426054
UCSD102,100,7,7,0.702606102,0.06091582,1125.356509,398.4009181,73.27962012,3.782785255,73.5203487,3.875303241,26.72037988,3.782785255,26.4796513,3.875303241,353.2043121,41.3398369,356.5433061,40.48055225,2250.22395,184.2406385,2263.953109,182.9009283,861.1341037,101.9318569,863.0505281,105.976433,457.4659763,142.868118,80.04454453,2.348750657,80.0012564,2.343251847,19.95545553,2.34875038,19.99874365,2.343251609,187.4716713,35.5604563,186.0068648,33.91129789,1716.899512,131.3507518,1720.911424,124.3184502,491.6098709,56.80834984,491.9529951,55.50756174,2.502658902,0.717448463,,,0.334347462,0.050299634
