Cell line,Day,Stiffness,FOV,mask_label,redox_ratio_norm_mean,nadh_intensity_mean,nadh_intensity_stdev,nadh_a1_mean,nadh_a1_stdev,nadh_a1_intensity_weighted_mean,nadh_a1_intensity_weighted_stdev,nadh_a2_mean,nadh_a2_stdev,nadh_a2_intensity_weighted_mean,nadh_a2_intensity_weighted_stdev,nadh_t1_mean,nadh_t1_stdev,nadh_t1_intensity_weighted_mean,nadh_t1_intensity_weighted_stdev,nadh_t2_mean,nadh_t2_stdev,nadh_t2_intensity_weighted_mean,nadh_t2_intensity_weighted_stdev,nadh_tau_mean_mean,nadh_tau_mean_stdev,nadh_tau_mean_intensity_weighted_mean,nadh_tau_mean_intensity_weighted_stdev,fad_intensity_mean,fad_intensity_stdev,fad_a1_mean,fad_a1_stdev,fad_a1_intensity_weighted_mean,fad_a1_intensity_weighted_stdev,fad_a2_mean,fad_a2_stdev,fad_a2_intensity_weighted_mean,fad_a2_intensity_weighted_stdev,fad_t1_mean,fad_t1_stdev,fad_t1_intensity_weighted_mean,fad_t1_intensity_weighted_stdev,fad_t2_mean,fad_t2_stdev,fad_t2_intensity_weighted_mean,fad_t2_intensity_weighted_stdev,fad_tau_mean_mean,fad_tau_mean_stdev,fad_tau_mean_intensity_weighted_mean,fad_tau_mean_intensity_weighted_stdev,redox_ratio_mean,redox_ratio_stdev,,redox_ratio_norm_stdev,flirr_mean,flirr_stdev
H9,30,1.5kpa,10,1,0.499628168,399.4698925,230.0161043,74.04935258,4.244770027,73.97285585,3.678722329,25.95064742,4.244770027,26.02714415,3.678722329,349.8831022,89.24688197,348.0903747,74.40843703,2163.332086,318.3769931,2145.65905,277.7215679,813.0170334,100.4175743,809.9513514,83.84943395,369.3290323,177.011868,78.24057892,3.401265368,77.74200417,3.162517931,21.75942108,3.401265368,22.25799583,3.162517931,162.4314586,56.15100898,170.0891105,55.43717434,2047.31172,193.8684984,2037.973362,184.2387783,571.4267707,112.3568142,584.8031129,106.0342126,1.17804175,0.651532382,,0.144242013,0.33267676,0.058076011
H9,30,1.5kpa,10,2,0.531646521,470.6792069,320.3994858,72.72879171,5.014571655,72.92770616,4.119267511,27.27120829,5.014571655,27.07229384,4.119267511,396.0425389,141.3509297,374.3335315,97.858503,2178.657046,391.0840196,2119.600665,281.5600515,872.7388647,142.5376639,841.0780456,102.3878016,361.4453482,187.220395,77.17740956,3.976884395,76.44404917,3.68755692,22.82259044,3.976884395,23.55595083,3.68755692,162.0955811,72.43804517,169.6206822,65.34682175,2131.900813,208.8727605,2118.375603,202.1217411,610.2638797,133.7543981,627.4382121,123.5789107,1.328301532,0.694381321,,0.136698627,0.354480385,0.067633877
H9,30,1.5kpa,10,3,0.503286101,418.421084,353.6719139,72.66703297,5.212612343,72.83172377,4.341777597,27.33296703,5.212612343,27.16827623,4.341777597,389.4565986,139.2102387,373.8451384,95.30470226,2212.700831,377.1849077,2198.490451,284.5156975,879.0466203,141.7388367,863.6742223,103.2963463,350.049732,213.1764451,78.95111343,4.338390318,77.84277837,3.999841512,21.04888653,4.338390419,22.15722161,3.999841577,155.9629927,63.46609785,170.7150859,60.23539229,2092.331245,205.3234871,2080.823593,197.0064961,561.4759617,134.5223041,591.8701312,125.0094873,1.208059096,0.700939746,,0.146640683,0.347561285,0.069794031
H9,30,1.5kpa,10,5,0.495903645,461.8837527,404.4522492,74.07990041,4.803630484,74.55235455,3.845875005,25.92009959,4.803630484,25.44764545,3.845875005,381.1864464,142.3269001,371.8681671,91.39419253,2176.999888,389.7653152,2139.478072,271.2893036,838.2382266,156.8799379,816.7928427,106.4628193,382.6898249,220.1663996,76.86319245,3.840944375,76.01008337,3.427279734,23.13680757,3.840944316,23.98991663,3.427279708,176.9666033,61.20262856,186.5082505,54.48932926,2075.830692,200.4101883,2054.670892,180.4846681,613.6509869,116.7996261,632.618425,102.8785459,1.318473172,1.06831766,,0.175537918,0.338096506,0.064095303
H9,30,1.5kpa,10,6,0.508218496,383.7740642,300.3693355,74.31057741,4.650042914,74.71662851,3.97631506,25.68942261,4.650042863,25.2833715,3.976315016,376.6105909,111.2968326,370.7266821,83.43038984,2155.415622,366.4999876,2133.024046,301.2554953,824.1781803,119.2525997,809.4843837,91.41073728,320.0795455,139.7137628,78.91082447,4.844998457,78.14582637,4.523443148,21.08917557,4.844998384,21.85417365,4.523443118,146.376181,69.92435598,153.410612,64.03118095,2073.930421,211.3449964,2049.944294,197.476442,550.4474919,145.2953071,565.7429564,134.8888137,1.221181088,0.696681958,,0.140198709,0.326834244,0.062634885
H9,30,1.5kpa,10,9,0.540171121,546.9252669,398.0120951,73.49392123,4.600700388,74.31137152,3.790081412,26.50607877,4.600700388,25.68862848,3.790081412,377.433047,124.9180071,364.5868573,80.62592323,2129.036928,333.3722661,2093.040789,238.116616,835.9444583,137.0328387,805.1884926,95.41219963,393.8196916,186.4368745,77.26360517,4.460396358,76.32142182,3.987176566,22.73639482,4.460396371,23.67857818,3.987176564,160.0315874,62.19191703,171.2420677,57.09476918,2098.852593,186.8966701,2083.496909,179.5498311,598.2518902,133.03912,621.8583292,120.0517507,1.41011787,0.789127,,0.144989264,0.344274663,0.062406343
H9,30,1.5kpa,10,10,0.358977391,235.4647183,277.7691318,75.54625271,5.77929371,75.21117173,4.738780064,24.45374728,5.779293731,24.78882827,4.738780072,434.3638678,218.7767003,387.0864499,147.8993601,2300.077251,558.1037526,2146.159776,405.3129215,876.8379471,232.4561941,814.4538717,159.9763301,332.128752,190.4380984,79.64414955,4.403081811,78.27540103,4.065885629,20.35585047,4.40308172,21.72459903,4.065885394,153.296859,74.01242548,166.7920271,66.40780474,2012.880964,202.7281567,2003.872999,185.2023718,528.8560232,134.9363719,563.3579167,122.9763603,0.721595463,0.702424885,,0.160263059,0.308150828,0.074246102
H9,30,1.5kpa,10,11,0.542423224,552.0753604,324.3915888,73.5050267,3.79014944,74.01676135,3.377162968,26.4949733,3.79014944,25.98323865,3.377162968,349.8271635,88.33723899,347.5799248,68.27921443,2097.281696,257.6578084,2094.333996,215.8148879,808.2058665,99.71241606,797.9162248,82.16863102,441.7155963,261.2945141,76.76887015,3.911235234,76.08469557,3.437145737,23.23112988,3.91123508,23.91530446,3.437145577,159.4946672,57.96802168,171.2846427,52.72871293,2117.063901,181.0644665,2098.965149,169.6843971,612.3796737,118.7129213,630.7482405,105.0451573,1.371302083,0.689307659,,0.129617727,0.345906447,0.051142993
H9,30,1.5kpa,10,14,0.464924007,457.5525494,425.2658856,73.91396368,5.061170835,74.62972234,4.096741023,26.08603632,5.061170835,25.37027766,4.096741023,375.0470041,148.3640398,361.8303766,99.33887417,2165.144438,397.7760999,2123.572208,273.8628353,833.1057101,156.5084659,803.8514472,111.7973562,438.1248699,287.0826746,77.39764865,3.86274573,76.31690271,3.311409558,22.60235133,3.862745817,23.68309728,3.311409602,174.0186878,57.92157235,188.1557216,49.73636765,2059.536961,192.3906777,2034.771186,166.0105699,596.9529038,111.710263,623.2143872,93.82598507,1.098031013,0.795966203,,0.163444637,0.337758827,0.066230987
H9,30,1.5kpa,10,16,0.498516598,491.9698525,309.860791,72.80007453,4.363354535,72.90597649,3.604122968,27.19992547,4.363354535,27.09402351,3.604122968,371.6179799,116.1323881,361.0991147,81.5433239,2149.008319,334.4978421,2119.107324,252.4337044,847.8711933,119.7346631,832.903612,91.41987532,456.7819115,241.5751813,76.60914971,3.632923683,75.79096571,3.007567427,23.39085027,3.63292374,24.20903428,3.00756746,186.0043837,58.66826133,196.6865979,50.44991169,2025.461148,167.5035606,2011.935448,152.360686,613.9198417,107.1476882,634.3347155,89.81800528,1.207194426,0.747032894,,0.151853122,0.355844358,0.059076332
H9,30,1.5kpa,10,17,0.552429766,560.8130133,393.2638847,72.40149975,4.132358112,72.58746074,3.387843236,27.59850028,4.132358001,27.41253927,3.387843183,370.2086166,91.48731456,365.1549016,67.15171461,2157.130676,312.7869588,2142.09461,232.2052824,856.131028,89.70284156,847.8446237,70.69639518,399.5281112,219.5845191,76.00714365,3.801119195,75.32603515,3.363131682,23.99285636,3.801119171,24.67396486,3.363131669,190.4139138,56.04004237,197.9080951,49.94288826,2032.042021,178.3120321,2021.286353,163.4941762,630.2614222,109.7726161,646.0745025,94.49084681,1.435594891,0.722786812,,0.131819451,0.364168773,0.057710799
H9,30,1.5kpa,10,18,0.514715982,407.6452429,251.855453,72.65191316,4.551338114,72.62163616,4.089263009,27.34808684,4.551338114,27.37836384,4.089263009,357.5278999,111.5162946,355.7047522,90.37958032,2125.920557,333.6084242,2117.023919,286.5347405,833.1056749,122.2292343,831.433615,100.6581107,364.2186235,207.2590225,78.46234626,4.046803639,77.46667602,3.760936741,21.53765373,4.04680367,22.53332397,3.760936772,149.6523667,65.76635261,162.2232922,60.48798954,2111.837465,217.2659904,2087.454615,200.3053847,569.7073784,128.2558828,593.5437248,117.328371,1.240351958,0.672520546,,0.136316805,0.349489223,0.060590539
H9,30,1.5kpa,10,19,0.561563554,744.142499,428.7798296,72.26510251,3.905119551,72.83136795,3.318843191,27.73489749,3.905119551,27.16863205,3.318843191,363.3969015,90.10111543,362.8394541,62.35327593,2190.157991,262.2975875,2185.718541,200.0419372,865.8915669,107.9609761,855.2821835,80.58149955,530.6126109,286.6457623,75.44779082,3.843902137,75.26533665,3.38538196,24.55220917,3.843902201,24.73466335,3.385381983,178.349603,49.6343927,186.7961591,43.67656222,2112.007063,172.4100791,2090.201501,166.6516944,652.9384992,117.2363306,657.9806549,101.7002893,1.473426178,0.682749914,,0.130072743,0.368479702,0.053832045
H9,30,1.5kpa,10,20,0.538475698,484.6928105,390.4583466,72.88621601,4.270070099,73.64946545,3.597028667,27.11378399,4.270070099,26.35053455,3.597028667,364.2628551,103.628018,360.4146004,76.51822506,2128.324444,300.8598417,2127.233254,233.7441148,835.2951095,101.9756779,820.9672112,76.41118544,365.0196078,244.5439169,79.38020991,4.665714499,77.99982726,4.398007902,20.61979013,4.6657144,22.00017276,4.398007854,151.4502412,55.30971494,164.2880845,51.12195748,2079.320523,197.3436376,2077.181195,175.8775777,548.2222692,141.5995692,584.124978,129.7857077,1.353999568,0.69859378,,0.129248934,0.342577116,0.055716404
H9,30,1.5kpa,10,22,0.55173294,460.0382436,368.939298,73.35128433,5.225405868,74.52832276,4.734846829,26.64871567,5.225405868,25.47167724,4.734846829,379.7863326,128.2721105,367.1358123,88.25653564,2174.868759,375.849262,2143.152732,282.087474,850.6964277,145.125853,815.1881383,110.8634454,311.490085,144.162218,80.60170739,4.844540188,79.24708488,4.841007767,19.39829266,4.844540091,20.75291515,4.841007695,138.113352,59.31562795,150.645729,58.48105031,2093.14728,199.5640005,2086.99836,199.8564512,515.6507272,145.1284348,550.5512406,144.0825263,1.452185675,0.792837532,,0.133479269,0.331538783,0.066222158
H9,30,1.5kpa,10,23,0.504187622,415.63489,277.7720902,73.17030791,4.529151208,73.3872828,3.814079477,26.82969209,4.529151208,26.6127172,3.814079477,372.5789822,123.6271832,366.3387853,90.16207209,2161.520544,337.9254233,2132.948431,266.8178553,844.6733253,124.6388244,831.0608072,93.95994937,370.5341567,184.188957,78.37695087,4.759986758,77.28956728,4.499898711,21.62304914,4.759986733,22.71043276,4.4998986,159.2845873,59.59593059,170.8645255,57.418931,2059.165859,199.8631137,2052.310318,188.6423864,568.4848051,138.2253177,596.6331597,130.757478,1.211165556,0.697080101,,0.14514427,0.34369344,0.061640443
H9,30,1.5kpa,10,26,0.529229275,686.3517588,606.5244566,71.55253367,3.966621404,71.84751717,3.083273336,28.44746633,3.966621404,28.15248283,3.083273336,354.503196,107.4955648,364.4562978,71.08707746,2180.701457,293.4428328,2210.9421,197.8738549,867.9147632,113.5727865,880.88691,76.6203983,486.5226131,298.08451,77.1248809,4.164063206,75.7634809,3.462558663,22.8751191,4.164063206,24.2365191,3.462558663,178.2414643,70.34348366,192.1807653,54.85708248,2021.130276,182.9842747,2040.711948,151.3404442,598.9327166,132.2919862,639.6537583,108.100088,1.312257298,0.689300249,,0.134965018,0.369908441,0.054269819
H9,30,1.5kpa,10,27,0.500029123,447.0196721,330.8089037,70.98772885,5.755317343,71.04512249,5.002953418,29.01227115,5.755317343,28.95487751,5.002953418,388.0468613,132.2945053,385.6976871,108.8317641,2324.04659,403.2346324,2303.442275,350.6583899,935.2380867,124.0847128,930.1535489,105.3885833,411.2622951,200.3628104,78.02800918,3.955908612,77.02855092,3.436121318,21.97199082,3.955908612,22.97144908,3.436121318,181.4964534,55.02737229,191.5850372,48.04876099,2029.168689,179.878546,2006.550139,164.3347194,584.8361219,115.7803992,606.3913739,99.04990198,1.078612625,0.419981583,,0.096213227,0.372982639,0.077009421
H9,30,1.5kpa,1,1,0.470498622,456.6719243,345.7610126,71.48957429,5.22313803,71.30434996,4.429957082,28.51042573,5.223137973,28.69565005,4.429957022,390.3164984,132.6270221,365.7226549,100.7343906,2246.621041,385.0509647,2179.723318,289.7725006,910.2796102,149.8253519,880.6420394,125.7291556,479.7555205,312.5248132,80.25981293,4.048032101,78.96874067,3.636946795,19.74018718,4.04803181,21.03125937,3.636946647,161.3966397,50.73731977,178.6496811,43.76622092,2069.784984,191.5005773,2064.552958,167.578148,538.1897251,123.092435,575.5224182,107.6226989,0.957695993,0.385090775,,0.098233723,0.356441427,0.068229955
H9,30,1.5kpa,1,2,0.534885519,545.8482385,506.171519,75.07512584,5.358527279,76.51572396,3.959163578,24.92487416,5.358527279,23.48427604,3.959163578,404.3874324,160.9634706,376.5016473,99.193912,2168.420118,418.0339259,2098.495038,266.4143519,835.6775466,174.6030436,776.9596357,113.2686601,384.9647696,266.3550171,78.01895023,5.017156332,76.66231463,4.176669129,21.98104996,5.017155776,23.33768543,4.1766689,189.2196119,60.39691638,202.6536504,49.65765486,2120.958943,222.9938408,2120.827121,189.0542737,614.1603896,152.9804092,650.3644731,127.0105032,1.342788571,0.74862088,,0.127988959,0.32081962,0.071917615
H9,30,1.5kpa,1,3,0.517980979,331.0699708,159.3923439,70.95997755,5.897741546,70.57039721,5.139088642,29.04002245,5.897741546,29.42960279,5.139088642,433.2189137,189.6722136,398.9901236,149.0954792,2305.127055,562.3531521,2198.225179,438.458758,959.9880999,185.3388296,917.6057225,151.691594,287.9008746,102.927196,81.79983382,4.793329219,80.7550817,4.415621326,18.20016624,4.793329083,19.24491835,4.415621189,130.5747458,43.61424253,139.9704989,43.58781778,2086.797347,209.3740149,2078.976167,212.4726111,482.8314195,127.011107,509.5601208,119.4487034,1.156854088,0.473457422,,0.088255407,0.356811273,0.076316606
H9,30,1.5kpa,1,4,0.503087126,283.6096579,144.2198347,71.97008612,5.339787902,71.3805758,4.958429746,28.02991388,5.339787902,28.6194242,4.958429746,386.6908712,122.7091048,374.4911207,103.565517,2256.300181,432.2141139,2191.987094,358.131324,897.0212354,115.8409226,884.3180454,97.86763943,266.3983903,107.2927239,81.52938692,5.120621283,80.60816603,4.91194647,18.4706136,5.120620223,19.39183431,4.911945682,132.9382791,68.21442179,141.1719561,62.79654087,2157.104145,248.1025355,2137.913976,228.2989427,502.2346246,148.1692885,523.7612026,138.829488,1.092944706,0.431834626,,0.095532755,0.345585843,0.071675297
H9,30,1.5kpa,1,5,0.51107631,435.721519,365.4017188,74.43976962,5.359332567,75.03687818,4.459995823,25.56023038,5.359332567,24.96312182,4.459995823,408.5557384,141.1200395,386.2796734,101.8187384,2226.040549,395.4971879,2192.914814,309.0888909,861.8644728,135.5265643,829.7780787,105.2268298,377.3755274,276.8835501,79.55163523,5.646107547,77.5935052,5.189954627,20.44836483,5.646107449,22.40649484,5.189954526,146.8427994,65.39259063,170.8177957,62.16448263,2147.461266,222.2845072,2087.789492,211.6214622,552.9597868,162.7878034,597.2074364,148.928628,1.186030866,0.609309102,,0.11879292,0.323137459,0.071555608
H9,30,1.5kpa,1,7,0.521812681,544.2715054,481.8697443,69.79750161,6.862983998,68.86868234,7.284597002,30.20249839,6.862983998,31.13131766,7.284597002,397.586586,143.8307639,396.3471108,97.50627628,2388.99422,400.8276742,2351.304,273.9768083,991.0957861,187.2374285,1001.364173,179.6430811,437.3629032,349.3946917,79.00276022,4.763770152,76.53489664,4.238078759,20.99723981,4.763770062,23.46510336,4.23807877,165.2231341,58.71080174,187.2693194,50.49232771,2044.093065,212.1677975,2066.322281,194.7597112,557.6698925,140.3881983,627.8903079,132.2595004,1.344509709,0.873622302,,0.149323035,0.38537973,0.0983701
H9,30,1.5kpa,1,8,0.509973381,604.4974403,477.9565407,75.20951715,4.579595566,76.46012513,3.637617627,24.79048285,4.579595566,23.53987487,3.637617627,378.8488609,109.6610994,369.8747582,67.83533313,2175.484821,318.2976019,2151.446394,226.108759,817.4862406,114.4106466,785.0617316,73.72860266,472.8805461,227.3352557,76.55737824,4.887695229,75.56840257,3.981121377,23.44262166,4.887695527,24.4315974,3.981121518,185.0935025,54.00677254,196.4325052,46.50709128,2095.481502,191.9523612,2079.844148,174.4795019,632.1143374,142.8962689,655.8025478,115.4444328,1.314958397,0.904567326,,0.160034166,0.325300147,0.064017174
H9,30,1.5kpa,1,9,0.528064431,347.1777778,281.9674165,71.70247472,5.443917637,71.74469081,4.565107864,28.29752528,5.443917637,28.25530919,4.565107864,387.9048528,151.4192439,371.1183302,113.0229779,2257.17525,398.3491803,2192.822887,312.0751471,904.5856098,137.6397783,877.7692103,108.6667136,271.3944444,140.4814142,81.02897361,5.450194176,79.60828506,5.272659539,18.97102664,5.450193793,20.39171509,5.272659261,144.0620933,80.7152626,157.5818173,72.04657363,2108.255694,232.8775031,2103.532021,203.5787996,513.4266768,166.5830705,551.9038155,157.8068556,1.210500457,0.487430433,,0.092013465,0.350593336,0.069265741
H9,30,1.5kpa,1,10,0.516336367,322.4690722,216.3424919,72.69794227,5.799271405,72.3997099,4.885659293,27.30205773,5.799271405,27.6002901,4.885659293,446.8979931,159.312027,413.4654747,127.3805062,2333.297818,431.5437744,2259.932475,351.3045502,948.216199,136.482815,913.537299,113.2942118,279.9656357,160.8287777,81.03952491,5.115507914,79.91330061,5.017754676,18.960475,5.115508035,20.08669934,5.017754757,133.7197761,50.07869009,144.5390572,48.33829126,2176.964794,224.1495829,2148.723468,214.6049467,518.6925935,145.7155975,544.1919895,137.8086705,1.164915992,0.483794613,,0.100831204,0.338576174,0.074698801
H9,30,1.5kpa,1,11,0.522697929,494.2741935,386.6500732,75.13907466,4.308465624,76.02132457,3.545782399,24.86092534,4.308465624,23.97867543,3.545782399,379.5462102,101.4234794,369.99967,67.69190607,2162.414142,318.2383013,2140.999907,233.1039432,815.7142569,108.1451379,790.3514093,74.65435792,377.6103018,171.1653957,77.36971472,5.311292131,76.20300314,4.70324361,22.63028523,5.311292247,23.79699684,4.703243683,172.8911413,61.08798515,184.7803782,55.45738512,2124.761717,217.7521045,2109.541997,202.3497497,612.1003709,153.6542717,640.9060912,136.8484019,1.254931138,0.625652803,,0.127854597,0.322534653,0.057274689
H9,30,1.5kpa,1,12,0.472917497,354.0653612,289.6205668,72.47625255,5.424787996,72.56467202,4.608429708,27.52374745,5.424787996,27.43532798,4.608429708,410.4687683,165.1122682,384.6318361,122.2109457,2301.502456,412.8389293,2248.903289,320.5530853,919.6435599,149.7304681,888.5315567,116.3674965,364.3381847,228.3825485,79.1653118,5.065557921,78.00736072,4.521619361,20.83468823,5.065557846,21.9926393,4.521619323,155.1845712,65.62093208,164.6136363,57.85772245,2126.950151,211.3132366,2093.850681,188.4875001,563.4898157,153.382514,586.6385531,134.7596729,1.056679025,0.635338169,,0.140832778,0.349552319,0.073334959
H9,30,1.5kpa,1,13,0.509464783,357.3097094,329.5037177,72.00329688,5.394603889,72.62135264,4.696230076,27.99670312,5.394603889,27.37864736,4.696230076,400.9338526,150.4962929,385.4146557,115.8729234,2303.335904,424.0359009,2267.468098,333.9409712,921.2156227,140.1484902,892.3164271,113.5445008,312.4734231,216.5272684,78.93539178,5.7109248,77.36971715,5.308990613,21.06460839,5.710924429,22.63028294,5.308990362,156.6540332,74.75050042,172.997466,69.44676747,2162.041658,237.2463942,2143.542776,212.8460776,574.935742,169.8396816,615.2626144,156.4023811,1.120626642,0.438629049,,0.095160239,0.356424627,0.071462773
H9,30,1.5kpa,1,14,0.494208202,328.2860215,178.4056207,70.7662914,5.396336952,70.37603548,4.895573591,29.2337086,5.396336952,29.62396452,4.895573591,378.8138667,148.856291,363.6444422,123.8013879,2250.012495,370.7631858,2209.298409,316.0287742,916.0220363,146.1396895,903.1516118,129.3149836,353.0129032,247.4044876,78.65025075,4.851757666,76.71677595,4.829448283,21.34974931,4.85175748,23.28322409,4.829448171,158.7016417,55.54593488,164.2226173,44.10914782,2086.705462,228.7823604,2066.540122,192.400002,568.0735396,137.8134322,604.9400994,123.4738443,1.185650015,0.761205425,,0.149717442,0.373643345,0.075248119
H9,30,1.5kpa,1,15,0.559844568,393.7155361,332.350353,71.98150339,5.75379282,71.91298056,4.743626655,28.01849661,5.75379282,28.08701944,4.743626655,424.0043295,159.1070002,393.8839257,115.8682588,2300.884688,425.1088166,2236.275066,332.2091771,938.4691376,152.2360606,904.0998703,118.8271257,268.1154267,180.2194332,78.44770077,5.134355125,77.71759972,4.70314587,21.55229924,5.134355113,22.28240028,4.703145861,174.5015365,81.9693404,180.5825811,69.90600435,2159.476756,275.1431818,2106.136329,244.6325178,599.8722714,166.2949921,607.1914696,145.1689949,1.5436921,0.910803191,,0.144723579,0.359629212,0.081212818
H9,30,1.5kpa,1,16,0.501408515,496.9584906,503.8234475,73.11376057,5.185168739,74.24307337,4.248179495,26.88623943,5.185168739,25.75692663,4.248179495,404.1711491,142.9115562,380.7282971,91.39578168,2268.566302,397.5005302,2203.740017,266.9592836,894.2755967,133.9355509,844.700801,96.06722138,416.3622642,334.0775541,79.02244717,5.636047771,76.70172042,5.082823904,20.97755308,5.636047267,23.29827969,5.082823614,156.2505821,74.34219161,182.4035142,67.63343347,2145.434679,211.2298126,2144.530416,180.5629417,570.8101663,169.5527249,637.491528,152.8862515,1.174624234,0.67517672,,0.131871484,0.342137783,0.069002925
H9,30,1.5kpa,1,17,0.471552726,321.0266121,270.6502941,72.40936054,5.591584781,72.45617399,4.967311481,27.59063946,5.591584781,27.54382601,4.967311481,404.1325307,162.3645361,378.8377866,121.9666192,2278.766607,433.0569027,2232.372591,333.2784339,908.8069555,150.4264102,880.7824613,118.5800459,341.4708291,228.2204294,79.23772052,5.164937466,77.70003388,4.686748023,20.76227932,5.164937835,22.29996604,4.686748271,155.4194588,67.96649873,170.2581106,60.86930779,2126.675553,249.1039736,2091.377552,215.5600911,562.6229206,161.0503015,596.8169417,143.6037328,1.060510624,0.678221621,,0.141992757,0.350132917,0.075814283
H9,30,1.5kpa,1,19,0.481995599,381.3793103,297.1419378,74.75388467,4.894793543,75.44466962,4.056611,25.24611533,4.894793543,24.55533038,4.056611,415.801092,142.2809813,398.6649826,103.7361274,2331.469004,444.536338,2279.323449,330.7645464,887.5712697,144.1657849,853.4947799,111.2866656,372.6130268,199.5048268,81.59556628,4.733522219,80.20698428,4.220758528,18.40443375,4.733522157,19.79301569,4.220758616,143.35169,84.78318575,158.4192002,75.25418807,2096.932605,264.440549,2058.317395,232.090592,499.6202134,153.5831084,532.3067806,136.6855532,1.041969027,0.505922006,,0.118562485,0.310388131,0.061053517
H9,30,1.5kpa,1,21,0.469233496,321.870155,298.9531357,74.09809864,5.840444437,73.32017134,4.825794156,25.90190136,5.840444437,26.67982866,4.825794156,426.0590988,177.9410875,384.4360632,127.1122595,2336.878081,561.0109039,2225.278213,445.0679831,903.1375631,162.3940462,863.2524212,119.3633476,328.1337209,284.7157353,83.97160368,5.352637833,81.14552242,5.745387875,16.02839605,5.352638172,18.85447746,5.745388083,115.6243696,49.84895698,142.1144545,55.71020709,2186.777287,198.0618712,2177.334618,174.3342757,444.0872635,147.7262129,521.0855183,156.6937918,0.981378513,0.474374606,,0.112829229,0.310923361,0.07611841
H9,30,1.5kpa,1,22,0.559078552,442.7981023,336.804497,74.13715941,4.654250161,74.27119241,3.682142267,25.86284059,4.654250161,25.72880759,3.682142267,403.9183506,121.4859972,380.7149855,81.9325627,2215.759736,361.0190276,2183.100612,269.8903152,863.2756993,112.5997874,838.5770971,79.13646116,294.1338956,147.9494706,78.08976632,5.130512246,76.93535229,4.58040779,21.91023371,5.130512168,23.06464773,4.580407726,177.2807325,72.52547297,190.9874522,67.68641716,2111.514418,234.8010657,2091.213424,214.3123002,598.5516084,158.3680073,626.675128,140.0752668,1.491355969,0.775146238,,0.134569733,0.333015388,0.064477595
H9,30,1.5kpa,1,23,0.525101748,395.2949389,392.7670869,73.77413543,5.504652508,75.29610714,4.986804816,26.22586457,5.504652508,24.70389286,4.986804816,396.4418621,147.9034041,373.7481191,105.0450548,2225.091396,420.3526622,2186.305399,307.8362319,864.518782,149.5616191,814.2501533,119.4948371,317.0541012,279.5408268,81.59836579,5.260272256,79.31532622,5.226826643,18.40163442,5.260271966,20.6846739,5.226826426,141.4549984,68.15296451,168.1591139,67.35420403,2111.205777,235.0673027,2075.484983,210.5272085,501.2307019,160.6843111,558.6234696,152.5190949,1.274868455,0.693264299,,0.123676247,0.322422096,0.068696945
H9,30,1.5kpa,2,1,0.599765601,612.9252174,358.7827532,74.20677096,4.024817456,74.65055933,3.281569915,25.79322904,4.024817456,25.34944067,3.281569915,371.0328107,77.27718507,365.4887953,56.63915181,2189.678948,290.7002891,2171.5593,225.1088314,833.5400024,86.63971348,819.2182858,68.13978139,357.2034783,133.6926858,79.50328922,6.097500085,77.7356803,5.897650414,20.49671079,6.097500079,22.2643197,5.897650412,146.637527,54.70572585,157.7818334,55.28076484,2104.362461,199.8223543,2121.624516,191.7269638,548.5856616,169.7012422,595.3863354,163.9836861,1.615815238,0.553604686,,0.087203501,0.325782116,0.051345059
H9,30,1.5kpa,2,2,0.568534127,716.6488764,524.4719324,74.05347233,4.052056052,74.9303079,3.252360567,25.94652767,4.052056052,25.0696921,3.252360567,376.3040663,106.6875639,362.6079341,61.6538836,2150.06158,287.0043497,2142.965846,197.5722309,830.4431725,105.3846045,805.2673694,65.32900666,472.8700843,320.890922,78.20227395,5.707758639,76.20310938,4.717345194,21.79772624,5.707758196,23.79689069,4.717344976,164.6341068,57.94085341,185.3588872,51.4009559,2127.943813,196.0265969,2140.843219,170.8677348,591.339315,164.0619381,650.1027809,137.713023,1.475679184,0.627893868,,0.113876958,0.333169473,0.053467707
H9,30,1.5kpa,2,4,0.614084949,383.6322751,158.3387041,73.1111832,4.30604119,73.10001704,3.983549389,26.8888168,4.30604119,26.89998296,3.983549389,384.8892235,103.8308313,380.793178,86.63229958,2179.38955,302.4692384,2174.698344,269.6607707,859.6302241,98.96178667,856.5964695,81.69960098,226.1349206,84.92697017,80.94709815,3.82684838,80.26042723,3.862221073,19.05290189,3.826848277,19.73957282,3.862220937,143.730754,62.1511825,150.2883908,64.23843595,2038.719987,230.7298389,2027.668705,225.6949987,501.2229113,114.2937101,517.2100939,114.4700939,1.77433485,0.685455016,,0.108276243,0.332853737,0.054792075
H9,30,1.5kpa,2,5,0.506042529,655.9929453,467.5970355,75.08137901,4.427374192,76.30529278,3.691780846,24.91862099,4.427374192,23.69470722,3.691780846,351.4634356,100.9085824,340.1587499,70.92590576,2133.366543,275.0540154,2137.632533,209.8562604,790.1142262,114.9271974,762.4400291,86.47363227,610.3280423,466.4631359,78.1834776,4.989686309,76.6199268,4.167003173,21.81652229,4.989686569,23.38007316,4.167003285,168.2467704,54.38394998,194.5486547,51.61146556,2083.446067,167.3326124,2104.845159,151.0106766,585.9563885,146.196027,641.4240503,125.8552652,1.151685882,0.546623545,,0.118857729,0.319400488,0.056669797
