Cell line,Day,Stiffness,FOV,mask_label,redox_ratio_norm_mean,nadh_intensity_mean,nadh_intensity_stdev,nadh_a1_mean,nadh_a1_stdev,nadh_a1_intensity_weighted_mean,nadh_a1_intensity_weighted_stdev,nadh_a2_mean,nadh_a2_stdev,nadh_a2_intensity_weighted_mean,nadh_a2_intensity_weighted_stdev,nadh_t1_mean,nadh_t1_stdev,nadh_t1_intensity_weighted_mean,nadh_t1_intensity_weighted_stdev,nadh_t2_mean,nadh_t2_stdev,nadh_t2_intensity_weighted_mean,nadh_t2_intensity_weighted_stdev,nadh_tau_mean_mean,nadh_tau_mean_stdev,nadh_tau_mean_intensity_weighted_mean,nadh_tau_mean_intensity_weighted_stdev,fad_intensity_mean,fad_intensity_stdev,fad_a1_mean,fad_a1_stdev,fad_a1_intensity_weighted_mean,fad_a1_intensity_weighted_stdev,fad_a2_mean,fad_a2_stdev,fad_a2_intensity_weighted_mean,fad_a2_intensity_weighted_stdev,fad_t1_mean,fad_t1_stdev,fad_t1_intensity_weighted_mean,fad_t1_intensity_weighted_stdev,fad_t2_mean,fad_t2_stdev,fad_t2_intensity_weighted_mean,fad_t2_intensity_weighted_stdev,fad_tau_mean_mean,fad_tau_mean_stdev,fad_tau_mean_intensity_weighted_mean,fad_tau_mean_intensity_weighted_stdev,redox_ratio_mean,redox_ratio_stdev,,redox_ratio_norm_stdev,flirr_mean,flirr_stdev
H9,30,15kpa,10,34,0.18442848,238.2238806,130.3801355,73.97177015,4.906560788,73.52042472,4.498825113,26.02822985,4.906560788,26.47957528,4.498825113,307.3569473,245.4866737,270.3877828,202.4669843,2166.826667,614.1366215,2078.213046,502.3411591,783.6556489,275.4644224,742.9038559,227.6261318,1066.646766,443.9002057,77.59810299,3.271100491,76.66939751,2.966293905,22.40189692,3.271100883,23.33060246,2.966294006,156.5556303,30.08638642,163.0449514,28.95599798,1990.672289,99.09226763,1993.89291,92.02907221,567.3325019,85.05761015,589.7791711,75.10404729,0.234450039,0.110221074,,0.062437344,0.336664605,0.06745365
H9,30,15kpa,10,35,0.522321312,359.2647059,251.4196721,71.04157059,6.253885085,70.8600897,5.311827976,28.95842941,6.253885085,29.1399103,5.311827976,398.4377157,214.9785131,361.9902019,166.4786643,2220.038137,468.3585833,2142.184725,363.4600497,920.1387356,258.924944,877.55444,212.5315375,328.3088235,341.6174011,80.46383971,4.509344565,79.16059835,3.710114163,19.53615985,4.509345689,20.83940145,3.71011486,165.1091706,72.56411301,193.4168759,70.67446192,2094.54848,215.795322,2099.418872,201.6324531,539.5387313,143.2092568,588.4688896,126.7654367,1.304247426,0.745576385,,0.14437162,0.361382673,0.082052627
H9,30,15kpa,11,1,0.414433798,367.6540541,177.800615,74.35035284,5.092675209,74.16456544,5.059360225,25.64964718,5.092675164,25.83543456,5.059360221,287.9401862,117.9195606,280.3195829,97.55781335,2076.023581,369.2690207,2058.94582,321.5816582,746.6503505,198.2060131,741.4194971,189.2918815,604.1810811,454.4619862,76.54582878,3.183861669,76.05621907,2.388081956,23.45417127,3.183861407,23.94378094,2.388081898,200.8065582,86.86703073,205.9059959,57.0423645,2029.640446,197.8904898,2029.997792,146.9564225,628.0315158,118.1236778,641.8413734,84.6384512,0.861771187,0.595637809,,0.157929153,0.335697068,0.068097482
H9,30,15kpa,11,2,0.576735296,707.0983709,498.8072714,71.69090589,4.775201172,71.30804429,4.28153526,28.30909411,4.775201172,28.69195571,4.28153526,351.3013014,100.1701741,351.5102013,68.67649361,2293.963183,310.4526262,2317.225421,248.0285012,900.1290369,156.3068322,916.2239289,138.086278,472.8671679,329.9443485,75.28721385,3.371057702,75.17572014,3.047142069,24.71278615,3.371057702,24.82427986,3.047142069,207.9647914,65.0164833,210.4502106,51.32947452,2092.203496,224.1537465,2039.864827,190.3890582,672.727844,113.500662,664.3390935,96.31112681,1.695188611,0.989660744,,0.155556798,0.377295029,0.06938586
H9,30,15kpa,11,3,0.624692068,394.5163755,292.2402642,73.06424705,4.564421573,73.32613219,3.983001032,26.93575295,4.564421573,26.67386781,3.983001032,365.5100539,109.1889425,359.3614924,83.12760898,2221.815,365.6340819,2180.110899,294.4155956,858.7221082,126.8006256,839.6028032,96.47991065,204.3973799,126.7623854,77.6683393,4.363741057,77.16131587,4.030165797,22.33166078,4.363740812,22.83868417,4.03016567,218.9547395,130.8517332,214.142881,109.4482156,2167.218199,340.2964434,2103.861283,304.481782,649.70351,180.7881373,641.6253597,153.8942483,2.08686825,1.222960251,,0.143896875,0.348126824,0.062717519
H9,30,15kpa,11,4,0.61456615,724.5971185,494.6362455,75.16587279,3.384004622,75.69145112,2.640918839,24.83412721,3.384004622,24.30854888,2.640918839,360.3054216,82.84691825,357.8517986,51.30014563,2110.440993,242.8522601,2109.771992,170.3090885,790.94748,92.05509404,781.1902044,56.09177823,379.4898613,233.9762098,77.61957134,4.639008375,76.60573207,3.989444758,22.38042865,4.63900838,23.39426802,3.989444299,173.5249728,73.6758,184.4391585,63.11562311,2115.135528,212.1275678,2093.950931,191.855021,604.691907,141.9856045,628.4284901,120.7301947,2.036257047,1.148702132,,0.162312094,0.321158393,0.04740139
H9,30,15kpa,11,5,0.523778157,345.0148075,234.7809985,72.11336298,5.022708101,71.91976127,4.372524534,27.88663702,5.022708101,28.08023873,4.372524534,389.2800474,138.6334931,370.9271025,107.56774,2259.615143,432.1327586,2203.513176,339.3354747,899.1398959,143.2181291,877.9327664,118.9474867,285.1431392,153.6173251,78.72169477,5.812649264,77.29925272,5.461019308,21.27830539,5.812648929,22.70074744,5.461018895,155.9807842,93.69837918,168.2244766,83.19323688,2172.088233,273.853088,2134.116612,253.9612702,582.4709915,185.9616853,611.6972019,168.0879309,1.259974355,0.622647046,,0.127893465,0.356662552,0.070377591
H9,30,15kpa,11,7,0.586124894,518.4991394,423.9216252,72.77315336,4.368541303,73.27610472,3.574635063,27.22684664,4.368541303,26.72389528,3.574635063,370.0781506,111.2315192,358.225989,76.02605339,2238.211136,314.5713089,2218.764295,237.0415109,871.2347229,112.8922391,850.7745739,85.18093357,339.9234079,319.1942445,79.61712272,4.261284692,78.00058611,3.721894425,20.38287708,4.261285205,21.99941379,3.721894744,173.8325437,71.1035668,190.3569205,57.36640966,2065.609836,211.7416646,2050.524925,177.1225616,555.9984583,129.1857661,596.8083373,107.684806,1.719964482,0.963826645,,0.14210252,0.34264832,0.055422332
H9,30,15kpa,11,9,0.508437579,420.2139384,296.4254514,73.47617569,4.739496556,73.77859686,4.012253888,26.52382431,4.739496556,26.22140314,4.012253888,369.116966,115.5655526,366.0090469,92.73612406,2139.929968,361.7567895,2126.432604,296.4015067,828.8037013,119.6070102,820.5603467,96.4116917,360.7471637,191.69506,78.45213015,4.636894937,77.24257613,4.366936706,21.54787011,4.636894235,22.75742399,4.366936307,164.4972378,77.07869791,175.2954847,65.89126496,2115.424246,242.4640257,2081.249236,216.7031586,581.9422455,144.3945156,605.5674638,126.7446907,1.267963704,0.780481739,,0.156201885,0.33959627,0.064612445
H9,30,15kpa,11,11,0.617675246,571.4343708,382.8516984,77.1395138,4.021082543,78.08603859,3.369816701,22.8604862,4.021082543,21.91396141,3.369816701,350.5926712,54.3044602,351.9548281,44.77537904,2118.727402,242.8599113,2105.746955,211.9445226,751.0215459,83.71893264,733.2968349,66.68771908,296.9891746,142.7876719,78.22201637,3.82901088,77.4267795,3.592048198,21.77798363,3.82901088,22.5732205,3.592048198,181.9684871,57.30526409,189.5953852,53.40176443,2032.696563,212.403237,2007.788097,201.7528476,580.7906822,106.1310431,595.9359323,94.84929067,2.076935383,1.325741196,,0.14787282,0.293002583,0.053615045
H9,30,15kpa,11,12,0.60901747,694.5,550.123942,77.24447734,4.387852622,78.77791786,3.534671888,22.75552266,4.387852622,21.22208214,3.534671888,350.8818496,85.75182906,349.8686949,53.10815533,2102.390879,270.432501,2113.678502,198.6548676,744.8959291,108.2358991,720.8110638,70.28050657,359.6582031,285.0073779,78.93954023,4.040735212,77.69663457,3.576232613,21.06045977,4.040735212,22.30336543,3.576232613,169.1858139,57.22112755,187.9077707,56.35006866,2067.420176,195.2023788,2062.671645,172.5093933,565.4363337,115.3643406,603.4716789,107.149182,2.081915233,1.362672956,,0.164354363,0.288786035,0.056302565
H9,30,15kpa,11,13,0.492875406,397.8917394,343.6631076,72.71234428,4.644707013,72.91616096,3.996537978,27.28765572,4.644707013,27.08383904,3.996537978,369.5241124,129.5506559,362.7564536,91.85513937,2132.73391,341.6513817,2110.407267,258.6810845,842.531321,130.8295904,830.583121,97.1737505,366.165726,258.6887461,78.25410446,5.237860817,76.82570612,4.491402611,21.7458954,5.237861175,23.17429381,4.491402836,164.3352929,76.85776168,182.1482739,66.27035427,2127.106691,239.8537674,2085.738308,210.4224154,587.4230012,158.9541927,619.9477911,133.60251,1.214985895,0.814823614,,0.161159861,0.350511405,0.064950778
H9,30,15kpa,11,14,0.487886423,457.5707006,337.9171427,72.56120955,4.269335797,72.78655807,3.84804135,27.43879045,4.269335797,27.21344193,3.84804135,351.5474912,101.3169094,354.8300781,77.80140375,2167.88986,306.4912559,2172.303645,251.1795966,844.029528,122.905384,844.538461,93.10984467,459.0649682,273.9086269,76.43790713,4.20658543,75.58913201,3.521374767,23.56209292,4.206585252,24.41086801,3.521374684,175.6853897,55.79463804,183.412065,46.17348457,2093.256229,215.3975055,2057.358882,195.4296377,624.8327129,124.8415265,639.4193887,107.8201534,1.129321758,0.633518006,,0.150151762,0.359823562,0.057322866
H9,30,15kpa,11,15,0.501518773,401.1481172,300.2410758,72.45396736,4.618245879,72.47750097,3.868332569,27.54603264,4.618245879,27.52249903,3.868332569,381.0784011,134.5764227,368.1686941,97.32209902,2222.444745,360.2642654,2188.191095,272.3157854,880.3624666,138.9144804,864.0359935,105.1433659,353.4569038,190.9238069,78.78566594,4.851863901,77.48260745,4.421122556,21.21433397,4.851864128,22.5173925,4.421122711,151.8696093,56.82959594,164.9238043,52.26560772,2119.867556,228.3056276,2083.233988,209.4236747,565.010042,133.7471553,593.4000036,121.5390529,1.224467528,0.765003183,,0.151010187,0.350927431,0.061051633
H9,30,15kpa,11,16,0.485316895,303.3196203,257.762934,74.2023153,5.183084003,74.28796899,4.372867026,25.7976847,5.183084003,25.71203101,4.372867026,376.0051589,131.5311158,375.143543,98.14170541,2273.962395,414.3237598,2267.39845,347.8846706,854.247386,144.7391249,853.3931744,114.5844395,272.3839662,135.4174521,81.99668903,3.924307897,80.78249798,3.74145926,18.00331095,3.924307983,19.21750202,3.741459273,146.5201232,54.71955332,158.5667776,52.52618642,1981.994546,206.7110479,1969.009429,197.4253748,473.3756609,111.3952271,503.0470138,104.4271727,1.228874572,0.931655557,,0.171628276,0.314856801,0.062162312
H9,30,15kpa,11,17,0.481426913,511.0886957,348.7682536,72.06665061,4.284029124,72.18286391,3.669148686,27.93334939,4.284029124,27.81713609,3.669148686,347.1287809,106.8585019,349.6630679,79.09223211,2117.079165,261.223666,2139.536093,210.790908,836.6544264,118.9375571,844.0599176,92.21064758,523.5217391,292.6580895,75.54182835,3.370889426,74.67151855,2.864294994,24.45817165,3.370889426,25.32848145,2.864294994,185.0758833,47.85916006,197.6194961,43.76143354,2069.500783,181.4844743,2039.940699,167.1763252,643.8707692,99.3387573,662.4512005,83.70740644,1.12013893,0.673085149,,0.154701433,0.370033431,0.05522006
H9,30,15kpa,11,18,0.566915576,619.0265568,491.9348398,73.55072308,4.182286936,74.76860907,3.497786105,26.44927692,4.182286936,25.23139093,3.497786105,349.5759359,97.12755319,349.6904348,71.81684524,2148.009048,268.8829479,2136.440729,209.0926553,820.50915,105.6299559,797.7237628,90.77335449,418.2628205,346.668244,75.12258059,4.074052979,75.00129195,3.490778875,24.87741937,4.074053159,24.99870804,3.490778947,189.5074406,71.9941592,196.1262493,56.8857374,2146.280101,254.4662986,2083.963232,225.7697798,674.7175799,142.8199422,667.9504753,116.5967701,1.525871751,0.772458365,,0.129290492,0.353168973,0.059186254
H9,30,15kpa,11,19,0.618362345,561.7791762,427.9447883,77.52674622,4.018768905,78.20144843,3.296299798,22.47325374,4.018769013,21.79855156,3.296299847,350.8528799,78.80485355,346.0221968,53.5615765,2059.236476,306.9830593,2047.023033,241.2241818,729.833417,107.1503895,713.6170876,77.44616597,268.4485126,123.9250446,81.53185538,4.224216878,80.48605031,4.277896693,18.46814468,4.224216738,19.51394971,4.277896627,146.7541903,62.74308945,156.023437,60.52903035,2077.959497,228.2818047,2070.959613,220.8200222,501.5748431,133.5665049,527.7991234,132.5115598,2.045112148,1.193519977,,0.148479039,0.276134169,0.049251178
H9,30,15kpa,11,20,0.612327327,558.7233607,489.0122732,78.0958125,4.392732153,79.3098532,3.487559026,21.9041875,4.392732153,20.6901468,3.487559026,365.1197152,99.29300949,353.6726897,59.53703947,2119.330061,325.3286907,2114.193794,235.1444817,742.6693494,110.5927957,713.7694732,70.47867246,267.5184426,173.1643529,81.42804262,4.99475749,79.75511391,4.987035587,18.57195711,4.994757974,20.24488595,4.987035899,145.7076533,62.10886942,162.1777308,61.53141873,2023.568955,208.7041535,2011.88822,195.4362866,490.2237952,136.3266676,532.2729845,133.7600798,1.97746283,1.19861049,,0.138291505,0.269385906,0.052548549
H9,30,15kpa,11,21,0.55553573,465.0721587,417.8507024,73.08559008,4.239977264,73.80160517,3.65110677,26.91440992,4.239977264,26.19839483,3.65110677,354.6180545,115.5438489,354.2093021,81.72495983,2168.761317,329.3807968,2149.200067,245.4616563,836.9634723,128.6938756,820.5458134,92.76623159,338.8941672,285.6176367,79.94921263,4.809997931,78.13623751,4.385384908,20.05078742,4.809997845,21.86376252,4.385384852,143.8111851,64.89135821,156.4303685,54.85971834,2189.605244,267.0455886,2129.522057,224.3617784,549.5137978,146.2634067,584.0314827,126.1100758,1.563622707,0.932878514,,0.163278892,0.337525294,0.054169365
H9,30,15kpa,11,22,0.542115261,412.5833687,323.9678685,72.96601095,4.845375957,73.08695106,4.189515183,27.03398906,4.845375925,26.91304894,4.189515168,377.7613325,117.355457,366.6566997,86.48261589,2183.91947,367.597851,2167.028827,289.9098405,856.7840857,120.2768796,844.6927596,92.90852204,319.9490878,232.7812662,80.03085382,5.449643314,78.4142319,5.006615639,19.96914621,5.449643237,21.58576813,5.006615568,154.2008084,75.84722921,173.8269649,69.90485499,2098.409406,247.1832234,2055.522552,222.921607,538.7777944,164.3013814,575.7553575,145.8561581,1.439048433,0.825303489,,0.15116185,0.339320591,0.063922365
H9,30,15kpa,11,23,0.494858375,430.1233871,236.7139285,72.62821855,4.29683739,72.41077884,3.720567433,27.37178145,4.29683739,27.58922116,3.720567433,356.9034903,109.7449043,347.3279394,81.62222283,2128.8945,288.4688903,2122.327373,236.4050154,835.8881401,112.3459857,832.5363246,91.07041694,443.0451613,282.357851,76.08131742,4.782203039,74.90850861,3.810096205,23.91868247,4.782203394,25.09149133,3.81009644,181.9194741,67.8164186,197.9144235,57.61745917,2057.769363,204.7876125,2019.73214,176.3829073,626.0343077,133.6576363,651.7500896,107.1045427,1.159587872,0.66053567,,0.145212786,0.361096098,0.059128403
H9,30,15kpa,11,24,0.542859899,430.4320639,341.6955922,72.31905237,4.927620186,72.7219308,4.326174886,27.68094763,4.927620186,27.2780692,4.326174886,382.5470047,121.1481946,371.1677549,91.49659267,2208.240921,368.5784746,2175.536355,288.2521187,879.4518706,128.7842349,857.9222731,104.0249268,329.8744711,253.0886641,81.75619013,5.931048954,79.10650192,5.855012451,18.24380956,5.931049435,20.89349789,5.855012828,137.6581402,69.99992988,164.1639952,69.92078707,2125.126272,224.0376577,2104.783521,203.5316238,496.3153128,171.3185778,565.4964364,167.3183579,1.383408309,0.706405767,,0.134551487,0.340062546,0.062415756
H9,30,15kpa,11,28,0.421338973,254.2668539,162.3931425,72.57747458,5.254454816,72.27233677,4.808373431,27.42252542,5.254454816,27.72766323,4.808373431,369.2827837,145.0337222,367.9623372,123.1015264,2184.183961,399.615458,2160.526814,350.7482854,857.4218325,152.2323227,856.8815592,127.9140046,337.1882022,165.9762521,83.33370941,5.318952311,81.29235816,5.143019643,16.6662902,5.318952901,18.70764163,5.143020043,121.4837476,48.45064971,139.070037,50.92457098,1970.341447,177.4540906,1940.698495,165.5711799,423.0840441,127.4782944,470.1701473,126.0501712,0.863911906,0.556905988,,0.147449695,0.329779703,0.062772145
H9,30,15kpa,11,30,0.491564064,355.2463433,372.6097435,73.38479446,5.348626952,74.11089679,4.36513108,26.61520554,5.348626952,25.88910321,4.36513108,390.775225,163.8654403,362.6208216,117.6393555,2306.857729,457.8680744,2249.142203,326.2519371,889.4766255,171.9627845,844.2568787,129.6246052,330.1139338,340.0893569,83.79839361,6.741478465,80.01171369,6.346517849,16.20160636,6.741478408,19.98828626,6.346517891,121.265793,64.85986283,159.9928101,66.87603613,2132.14963,216.1678626,2088.804107,182.2861975,439.4020807,180.4986439,538.2986717,170.8091225,1.15247532,0.735792162,,0.139232078,0.319876038,0.069200062
H9,30,15kpa,11,32,0.588941838,876.8105263,558.6963877,72.92912013,4.337769636,73.88441914,3.539691996,27.07087987,4.337769636,26.11558086,3.539691996,354.0468526,64.86278374,355.5856288,46.48837183,2234.713013,242.4785054,2230.529065,186.9262566,860.2692611,105.0459175,843.7358887,82.82959671,556.7947368,360.9294143,75.37744276,4.624237646,74.3196089,3.404652624,24.62255732,4.624237422,25.68039113,3.404652484,187.9098849,55.28893662,204.68328,45.33389865,2145.653474,197.5925706,2123.104547,170.6712421,667.3244686,133.0507385,696.0528224,100.1252415,1.716537169,0.861469643,,0.145269461,0.359641015,0.055346373
H9,30,15kpa,11,33,0.56207894,370.9140518,335.4054708,72.83683761,5.18494707,73.09196059,4.421811775,27.16316239,5.18494707,26.90803941,4.421811775,387.7594008,137.0403884,369.5912271,99.66395404,2263.895293,385.1616883,2230.961376,297.0137442,887.1151343,136.4530697,863.6184356,107.2226276,258.1527967,234.5811519,82.21488249,5.086936007,80.97261883,4.668639257,17.78511724,5.086936437,19.02738101,4.668639586,142.2031906,79.13060783,159.1317401,74.63579882,2057.649382,267.3998798,2018.416719,246.5690348,480.6253512,163.0486628,510.3318841,147.6589781,1.533041805,0.845957549,,0.139388641,0.33205953,0.068042568
H9,30,15kpa,11,35,0.43483539,328.7091222,280.7606151,72.55461265,6.357626295,71.49701144,6.03858998,27.44538735,6.357626295,28.50298856,6.03858998,409.5726934,189.8859182,373.3976525,148.7978462,2275.721997,479.7695163,2180.250814,361.4878893,909.1978316,206.4509077,880.936782,184.4420693,390.0137694,336.4338976,80.06418778,4.295695631,78.90956648,3.595131332,19.93581226,4.295695508,21.09043353,3.595131292,157.2327132,56.45066918,174.8453288,52.76085025,2044.10358,212.1245614,2018.525354,192.5312605,530.7430378,128.4264191,561.584229,108.9626906,0.942818029,0.636105695,,0.162325775,0.344252586,0.083160915
H9,30,15kpa,11,36,0.606438638,871.5749674,600.760148,65.20764172,7.728083468,64.29928155,7.525293373,34.79235828,7.728083468,35.70071845,7.525293373,373.4849087,116.4360179,383.9603845,92.02802585,2521.470078,366.6969151,2567.489097,299.3560851,1127.48142,264.3661028,1172.443987,262.5278524,479.5762712,269.695819,75.26569244,4.428443229,74.96801057,4.275661433,24.73430752,4.428443366,25.03198942,4.275661481,194.0427742,60.32551671,198.810678,50.07598629,2147.885267,213.7390417,2116.47987,194.8184027,676.9210239,131.7328895,679.8812656,123.991906,1.931141376,1.163203124,,0.150178563,0.466363885,0.117775985
H9,30,15kpa,11,37,0.507042602,419.2870183,358.7633902,72.05372028,6.436980747,71.27349258,5.287382252,27.94627973,6.436980725,28.72650742,5.287382247,405.6308448,173.7293516,371.7895356,116.9684842,2208.096663,497.6422257,2123.314169,323.12642,896.1024048,181.6617318,868.6964749,141.3156994,340.1105477,246.2691163,78.89060781,5.422526936,77.53674692,4.487616047,21.10939207,5.422527343,22.46325302,4.487616267,165.8003844,77.52816334,180.2018932,65.65103099,2098.970112,243.8403367,2041.463092,225.252951,568.9762328,159.4055418,594.9682623,130.5319452,1.285713678,0.838427844,,0.163180292,0.356953767,0.088160178
H9,30,15kpa,1,1,0.409442374,443.6745731,240.4904843,74.62436376,4.708275872,75.28586263,4.197797994,25.37563624,4.708275872,24.71413737,4.197797994,292.4247454,123.8041642,272.9485728,98.77117564,2112.385835,378.1623034,2051.26383,306.4436915,751.1744372,183.5841749,711.6239704,164.5695369,807.2713472,610.570743,75.6402241,3.425448283,75.06784671,2.33675563,24.35977593,3.425448153,24.93215329,2.336755596,192.8297074,59.91422218,207.2070477,38.29004324,2074.111034,196.2212008,2043.049382,145.7733342,648.8606512,105.1213536,663.9530521,68.78099082,0.867559935,0.685416574,,0.159207883,0.336029244,0.063595035
H9,30,15kpa,1,2,0.533169702,573.1905242,313.910939,72.89932994,3.228317492,73.01535083,3.071278101,27.10067006,3.228317492,26.98464917,3.071278101,326.0962006,61.41906701,330.722305,55.55375412,2093.642571,208.030537,2103.217856,188.2235883,802.0142383,88.88486357,806.6265409,85.00833488,485.9516129,282.7299408,74.51475948,3.020551536,74.55974847,2.903801126,25.48524052,3.020551536,25.44025153,2.903801126,209.3464828,66.80483682,209.6214074,52.39090849,2113.115081,192.3387226,2090.388335,177.7735639,693.8064934,104.7649041,687.8178154,92.9371114,1.400643323,0.865912569,,0.150630265,0.364451564,0.046462735
H9,30,15kpa,1,3,0.579860336,567.8063683,331.9490005,70.77671807,4.013347424,70.54846504,3.249288136,29.22328193,4.013347424,29.45153496,3.249288136,360.3694527,96.50204088,355.6539201,72.12592483,2196.695181,321.3779111,2167.573694,228.1901072,889.6340856,99.8416369,885.0695603,76.72750911,382.4475043,220.9773653,75.6621512,3.97522392,75.37522668,3.436706066,24.3378488,3.97522392,24.62477332,3.436706066,189.4284639,61.36886817,197.7077554,52.15340321,2158.810422,222.1634169,2128.500767,199.1042309,666.9544791,122.8340863,672.1942657,104.7716713,1.646892682,0.881148002,,0.135317094,0.387620062,0.057873571
H9,30,15kpa,1,4,0.638791464,328.3822878,206.7495516,72.59082458,4.555623948,72.24732652,4.138265213,27.40917541,4.555624007,27.75267347,4.138265248,357.3576177,125.0387602,349.9940376,101.232582,2214.572649,346.205446,2186.045246,296.7190665,858.7688731,129.3263142,853.8988286,115.3625807,185.0915129,176.8387901,77.64457284,5.236019456,76.66764992,4.70969074,22.35542711,5.236019571,23.33235006,4.709690782,239.1558566,185.6085811,224.3740739,141.9936371,2221.611697,390.3162012,2142.365545,328.0682802,676.8091389,227.0929515,667.3969528,180.0803878,2.266609375,1.386311833,,0.146963332,0.354955421,0.066158293
H9,30,15kpa,1,5,0.493274301,554.9881569,459.3231575,73.31660022,4.211148095,73.80092967,3.690544083,26.68339978,4.211148095,26.19907033,3.690544083,351.6389693,101.7889646,351.9921328,79.33815697,2135.617454,297.6045379,2133.28525,232.6958112,821.7613209,117.8785995,815.3877061,106.2569121,509.9259808,334.0651601,74.94552865,4.129519026,75.03009433,3.941625359,25.05447129,4.129519305,24.96990564,3.941625463,201.0955796,58.52167482,209.6664562,49.17383468,2103.780318,185.6629251,2074.562431,179.9342605,675.9632467,118.2808881,675.4487903,108.7571465,1.190021914,0.765610978,,0.153870518,0.357392453,0.060330763
H9,30,15kpa,1,6,0.578494308,557.987115,392.3092644,73.13492398,4.060692873,73.74500716,3.553234005,26.86507602,4.060692873,26.25499284,3.553234005,365.071708,90.56099969,363.4991313,65.36594569,2128.081992,273.4451703,2128.854112,217.257967,832.6978308,93.34017242,822.809555,71.44564749,357.437775,203.476338,75.59410327,4.567378717,75.15159839,4.001297018,24.40589675,4.567378642,24.84840162,4.001296974,183.2172111,78.90662611,190.5941339,66.64470726,2179.267247,239.4200056,2146.348272,218.0075809,668.1995019,148.4002992,674.8689761,126.8331898,1.653457214,0.922827283,,0.13784363,0.356648598,0.057206085
H9,30,15kpa,1,7,0.497770985,364.9715352,268.3002452,71.77429039,5.142181991,71.73702824,4.241653973,28.22570961,5.142181991,28.26297176,4.241653973,390.7007017,143.4164171,373.9370464,104.5887057,2299.12511,388.2883045,2241.148236,303.1617025,919.6167047,142.3679811,895.1410059,108.2312255,323.275315,166.7363699,78.03375544,4.677948085,76.82105341,4.232822714,21.96624457,4.677948075,23.1789466,4.232822691,150.104614,62.61092502,161.388334,58.27346179,2152.382287,206.5167959,2133.24277,198.8516198,586.4052153,136.9247176,615.1596245,122.985563,1.178048173,0.708963149,,0.141464573,0.363006606,0.068227479
H9,30,15kpa,1,8,0.693646686,773.388601,449.0306015,74.09816969,3.992808086,74.59701112,3.429684347,25.90183031,3.992808086,25.40298888,3.429684347,369.3352617,105.0941988,360.8185634,63.84054261,2363.850777,406.5313046,2325.793536,251.0479705,878.3240001,118.8737413,856.1210552,79.39536423,316.3963731,306.2017789,79.46677539,3.399686823,79.08750491,2.649781478,20.53322461,3.399686823,20.91249509,2.649781478,187.4985016,50.67005674,196.7795925,40.52122993,2029.891865,231.2223063,1974.982475,205.7564626,562.6320979,99.16034482,567.1889219,81.13781141,2.763605594,1.273968299,,0.129064235,0.326653694,0.052593711
H9,30,15kpa,1,9,0.498452543,420.1293769,395.3590922,73.03332392,4.993887902,72.75925386,3.755049073,26.96667608,4.993887902,27.24074614,3.755049073,415.6503405,172.6925461,379.5029364,106.2896257,2280.145537,446.2395715,2185.092429,297.3224513,907.4574419,166.4998224,865.5506162,107.546349,316.2183976,171.185345,78.19237721,5.006592934,76.83158646,4.716955926,21.80762274,5.006593069,23.16841351,4.716956016,148.2173825,60.92015518,163.7797596,61.12238022,2179.599911,206.6010881,2175.13255,191.5209388,588.5959501,146.4767978,627.6470555,140.6033673,1.296298879,0.947040631,,0.170951149,0.346642006,0.067932587
H9,30,15kpa,1,10,0.451588932,524.0889271,510.0778243,72.92567573,4.427248649,73.08778824,3.408096552,27.07432427,4.427248649,26.91221176,3.408096552,379.0914676,136.3632551,363.9926913,88.34616934,2261.709575,386.1693122,2211.304319,247.5483202,880.4461991,143.9899155,856.9475892,97.11511645,522.6758462,363.4243175,76.68609007,4.697164565,75.12711535,3.849865344,23.3139099,4.697164652,24.87288464,3.849865381,165.2726244,52.16341356,184.729578,46.50829905,2099.761549,183.1015729,2084.57459,166.6869204,612.7878918,129.6599616,655.1703242,109.8722324,1.024885707,0.712880267,,0.163325064,0.354422028,0.060857577
H9,30,15kpa,1,13,0.687579011,733.3874066,450.8220884,72.69681334,3.641496957,73.2898312,3.099083873,27.30318666,3.641496957,26.7101688,3.099083873,375.2390213,93.08478363,372.7082605,57.01302759,2230.595646,255.8369408,2215.694948,184.3313493,877.1821263,96.24657289,862.0084385,62.77512978,282.7694771,156.1019842,76.72464845,5.133529073,75.47131022,4.96478239,23.27535145,5.13352936,24.52868974,4.964782505,190.6303497,84.83684752,197.8501107,76.1073044,2196.259658,280.0056807,2175.621186,265.7321285,655.2609693,165.8335481,682.8822278,160.8885935,2.713783829,1.330295206,,0.135934858,0.357482393,0.053528148
H9,30,15kpa,1,14,0.481246401,358.70062,294.4004473,70.44739283,6.86521193,70.57951934,6.767691295,29.55260717,6.86521193,29.42048066,6.767691295,441.7377431,195.5520406,395.3817595,167.2522845,2309.138654,476.4212143,2202.598784,403.9596457,978.7924115,176.6377227,919.116289,194.0792564,375.0274579,351.5500589,77.82396864,4.875007767,76.79412973,4.471899834,22.17603147,4.875007458,23.20587033,4.471899629,165.1022785,74.68914607,185.5019033,72.78283664,2136.398432,212.6471666,2079.128259,210.2710277,599.2374902,149.4807297,621.3195385,130.0701797,1.050156572,0.572984124,,0.119443265,0.382078669,0.094388127
